"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"84","L. Coyle","Accrington Stanley","Accrington Stanley","England League One","2022/23","DMF","LCMF","RCMF",22,350000,"30/06/2023",5,469,1,0.15,0,0,18.04,54.26,"England","England, Northern Ireland","right",175,67,"no",11.32,7.87,60.98,3.65,63.16,1.15,1.8,0.38,5.37,8.4,1.34,2,0.38,0,0,0.58,0.19,1,0.19,0.03,0,0,3,0.58,33.33,33.333,0,0.19,100,0.19,100,0,0,0,0.58,33.33,2.49,38.46,0.58,0,0,11.71,0,1.34,28.4,78.38,9.21,54.17,4.99,92.31,10.94,92.98,23.99,85.6,4.22,36.36,21.18,38.03,0,0,0,0,0,0,0,5.37,64.29,0.96,40,0,0,0.19,0.19,4.61,54.17,0,NA,0,NA,0,0,0,0,NA,NA,0.96,NA,NA,0,0,0,0,0,0,"CDM",0.193314,6.33333333333333,0,22.25992,4.799126,2.497237,0.193314,0.19,0.384,4.036365052
"85","J. Windass","Sheffield Wednesday","Sheffield Wednesday","England League One","2022/23","AMF","RW","RAMF",28,600000,"30/06/2023",5,469,1,1.11,0,0.54,17.85,39.78,"England","England","right",175,68,"no",4.61,4.03,52.38,1.92,60,0.38,0.56,0,2.11,3.06,0.77,1,0.19,0,0,5.57,0.19,1,0.19,0.21,0,0,21,4.03,33.33,4.762,0,4.03,33.33,0.58,0,3.45,38.89,0.38,3.65,73.68,9.4,38.78,5.95,2.49,0.77,19.96,1.92,0.77,29.74,72.26,5.57,51.72,10.36,90.74,9.21,66.67,23.8,83.87,2.11,18.18,19.35,49.36,0.1,1.73,0.19,0,0.38,50,0.96,4.03,61.9,4.03,33.33,0.96,20,1.54,0.96,3.45,61.11,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.38,0.38,50,0.38,0,0,"CAM",2.68932,0.904761904761905,0.19,21.490124,2.110914,2.108295,1.343199,1.343199,1.343199,58.99107343882
"86","L. Davis","Ipswich Town","Ipswich Town","England League One","2022/23","LWB",NA,NA,22,800000,"30/06/2025",5,469,0,0.12,2,1.57,17.65,52.17,"England","England","left",180,70,"no",6.14,4.99,65.38,5.37,57.14,0,0,0,2.88,5.56,0.77,0,0,0,0,2.11,0,0,0,0.02,0,0,3,0.58,0,0,0.38,2.88,40,2.88,40,0,0,0.58,2.11,36.36,3.84,35,2.69,1.34,1.15,29.55,2.3,0.58,40.87,75.12,13.62,61.97,5.57,96.55,12.28,76.56,35.31,81.52,2.69,28.57,18.45,33.09,0.3,2.3,0,0.19,0.19,100,0.38,3.84,60,4.03,71.43,0,0,2.88,1.34,9.79,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.19,NA,NA,0.19,0.19,0,4.8,0,0,"WB",0.767196,0,0.19,30.701544,3.262462,6.526993,0,1.152,2.878629,55.096243738082
"87","R. Inniss","Charlton Athletic","Charlton Athletic","England League One","2022/23","RCB",NA,NA,27,150000,"30/06/2023",5,468,1,0.34,0,0.22,13.65,63.38,"England","England, Trinidad and Tobago","right",196,84,"no",5.96,3.46,61.11,6.35,72.73,0,0,0,3.85,5.56,0.96,2,0.38,1,0.19,0.58,0.19,1,0.19,0.07,1,0.19,4,0.77,50,25,0,0.19,0,0,0,0.19,0,0,0.38,50,0.77,25,1.73,0,0,44.42,0,0.19,56.92,92.91,21.92,86.84,2.69,92.86,27.5,98.6,53.65,95.7,3.08,50,19.37,27.98,0.04,0.19,0,0,0,0,0.19,1.54,37.5,0.58,33.33,0,0,0.58,0,5.19,70.37,0,NA,0,NA,0,0,0,0,NA,NA,2.12,NA,NA,0,0,0,0,0,0,"CB",0.19,2.71428571428571,0,52.884372,2.114406,3.652203,0.385,0,0.193314,9.309456819812
"88","G. Edmundson","Ipswich Town","Ipswich Town","England League One","2022/23","LCB",NA,NA,25,500000,"30/06/2025",5,468,1,0.7,0,0,10,63.46,"England","England","right",190,80,"no",6.92,3.85,80,4.81,52,0,0,0,3.85,7.59,0.19,0,0,0,0,0.38,0.19,1,0.19,0.14,0,0,4,0.77,50,25,0,0,0,0,0,0,0,0,0,0,0.58,33.33,1.15,0.96,0.19,32.5,0,0.19,52.12,90.04,22.69,83.05,3.08,100,21.54,94.64,46.54,93.8,5.58,58.62,21.44,47.65,0,0,0,0,0,0,0,6.73,77.14,0.38,50,0.19,0,0.38,0,9.23,72.92,0,NA,0,NA,0,0,0,0,NA,NA,2.12,NA,NA,0,0,0,0,0,0,"CB",0,1.35714285714286,0,46.928848,3.08,6.730516,0.385,0,0.19,2.50484448
"89","J. Clarke-Harris","Peterborough United","Peterborough United","England League One","2022/23","CF",NA,NA,28,1200000,"30/06/2024",5,467,3,2.3,1,0.1,38.16,37.88,"England","England, Jamaica","left",183,78,"no",3.47,2.12,54.55,14.26,41.89,0.19,0.32,0.58,2.12,3.55,1.54,0,0,0,0,1.73,0.58,3,0.58,0.44,1,0.19,12,2.31,50,25,0.19,0.39,0,0,0,0.39,0,0,0.96,40,10.41,27.78,3.85,0.39,0,8.67,2.51,2.12,17.15,64.04,6.17,46.88,3.66,78.95,3.85,80,16.38,65.88,0.39,50,14.03,15.36,0.02,0.19,0,0,0.19,100,0.19,0.77,50,1.35,57.14,0.19,100,1.54,0,2.12,63.64,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.39,0.39,100,0,0,0,"CF",0.384,1.31818181818182,0.19,10.98286,1.15646,1.349168,1.155,0,0.77139,15.57557102662
"90","S. McConville","Accrington Stanley","Accrington Stanley","England League One","2022/23","LW",NA,NA,33,250000,"30/06/2023",5,466,0,2.44,0,1.36,10.43,50,"England","England","left",180,74,"no",3.86,3.48,61.11,1.74,33.33,0,0,0,1.74,2.7,0.77,1,0.19,0,0,3.09,0,0,0,0.47,0,0,11,2.12,18.18,0,0,3.48,33.33,1.74,22.22,1.74,44.44,0.19,0.97,80,2.51,61.54,2.51,0.19,0,22.02,1.74,0.58,31.67,70.73,9.85,56.86,5.21,96.3,13.71,71.83,22.98,80.67,5.41,53.57,24.77,39.82,0.26,2.32,0,0,0.97,80,0.39,5.41,57.14,2.7,42.86,1.16,66.67,0.77,0.97,8.88,76.09,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,2.51,0.19,100,3.86,2,0,"Winger",0.776,0,0.776,22.400191,2.126628,6.756792,0.385416,1.159884,1.15722,50.636736197008
"91","S. Fraser","Charlton Athletic","Charlton Athletic","England League One","2022/23","LCMF","RCMF",NA,27,700000,"30/06/2025",5,466,0,0.21,2,1.01,21.44,61.26,"Scotland","Scotland","left",183,69,"no",12.17,10.43,74.07,1.74,44.44,0.19,0.28,0.19,4.25,6.23,1.35,1,0.19,0,0,1.93,0,0,0,0.04,0,0,3,0.58,0,0,0.39,1.16,33.33,0.77,25,0.39,50,0.19,1.55,87.5,7.53,48.72,0.39,0.58,0.19,32.45,0.19,1.93,43.84,88.55,12.75,74.24,7.92,97.56,16.22,95.24,39.4,92.65,3.28,58.82,18.58,40.76,0.19,1.16,0,0,0.19,100,0.77,7.34,84.21,2.12,54.55,0.58,66.67,0.77,0.39,7.34,81.58,0,NA,0,NA,0,0,0,0,NA,NA,0.97,NA,NA,0.39,0,0,1.55,0,0,"CM2",1.35625,0,0.19,38.82032,7.725501,5.987972,0,0.386628,1.15646,48.342599188096
"92","N. Mendez-Laing","Derby County","Derby County","England League One","2022/23","RWB","RW","RAMF",30,1200000,"30/06/2024",5,465,0,0.15,2,0.85,19.16,45.45,"England","England","right",180,77,"no",6.39,3.68,52.63,2.71,35.71,0.77,1.2,0.19,3.68,5.7,1.35,0,0,0,0,6,0,0,0,0.03,0,0,4,0.77,25,0,0.39,3.48,33.33,0.19,100,3.29,29.41,0.97,9.1,51.06,11.42,47.46,1.94,4.45,1.74,15.1,0.77,1.16,27.87,70.14,10.06,61.54,4.65,83.33,8.52,75,21.87,78.76,2.9,53.33,21.4,46.26,0.16,1.16,0,0,0,0,1.35,5.03,65.38,2.32,41.67,0.58,33.33,0.58,0.97,7.16,78.38,0,NA,0,NA,0,0,0,0,NA,NA,0.77,NA,NA,0,0,0,0.58,0,0,"WB",4.64646,0,0,19.548018,1.936784,5.612008,0.1925,1.159884,0.966744,66.595635259
"93","K. Joseph","Oxford United","Oxford United","England League One","2022/23","RWF","CF","AMF",21,300000,"30/06/2025",5,465,3,1.13,0,0.18,30.19,26.92,"Scotland","Scotland, England","right",185,73,"yes",5.03,5.23,48.15,10.65,7.27,0.19,0.3,0,2.32,3.56,2.52,1,0.19,0,0,2.52,0.58,3,0.58,0.22,0,0,8,1.55,50,37.5,0,1.35,28.57,0.39,50,0.97,20,0.19,2.13,63.64,6.77,45.71,2.13,1.35,0.77,7.74,1.55,0.39,13.35,63.77,3.68,42.11,2.52,92.31,3.29,64.71,10.65,70.91,1.35,42.86,15.9,28.95,0.03,0.77,0,0,0.19,0,0.19,1.55,37.5,1.35,42.86,0.19,0,0.77,0.19,2.32,58.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.19,0,0,"Winger",1.355532,2.63636363636364,0,8.513295,2.518245,1.353256,0.775,0.385695,0.57861,14.91698846517
"94","R. Cundy","Barnsley","Barnsley","England League One","2022/23","RCB",NA,NA,25,200000,"30/06/2024",5,465,0,0,0,0,15.87,57.32,"England","England","right",189,82,"no",6.19,2.9,66.67,6.39,60.61,0,0,0,4.26,6.11,0.58,1,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,33.33,2.71,28.57,0.58,0.19,0,22.45,0.19,0.77,38.32,79.29,19.74,65.69,1.55,87.5,13.74,97.18,32.52,86.9,5.81,36.67,21.87,42.68,0,0,0,0,0,0,0,5.81,56.67,0.39,0,0,0,0.19,0,8.32,65.12,0,NA,0,NA,0,0,0,0,NA,NA,1.35,NA,NA,0,0,0,0,0,0,"CB",0.193314,NA,0,30.383928,1.93343,5.417984,0,0,0,0
"95","Jason Knight","Derby County","Derby County","England League One","2022/23","RCMF","RB","AMF",21,5000000,"30/06/2023",5,462,0,0.72,0,0.75,20.26,52.88,"Republic of Ireland","Republic of Ireland","right",173,63,"no",7.79,6.43,63.64,2.53,38.46,0,0,0.58,3.7,6.26,0.58,0,0,0,0,3.9,0,0,0,0.14,0,0,7,1.36,28.57,0,0,2.14,45.45,0.39,50,1.75,44.44,0.19,4.48,47.83,8.57,50,1.36,1.95,0.78,23.96,1.36,2.34,39.94,72.68,15,62.34,7.21,86.49,10.52,74.07,32.73,80.95,5.26,29.63,19.32,36.67,0.15,0.97,0,0.19,0.58,66.67,0.58,9.35,58.33,1.95,60,0,0,0.39,0.97,8.18,78.57,0,NA,0,NA,0,0,0,0,NA,NA,0.58,NA,NA,0,0,0,0,0,0,"CM2",2.142784,0,0.386686,29.028392,4.092052,6.427026,0.388552,0.97263,1.17,42.202792145532
"96","W. Grigg","Milton Keynes Dons","Milton Keynes Dons","England League One","2022/23","CF","LW",NA,31,600000,"",5,462,2,1.76,0,0.23,26.69,37.96,"England","England, Northern Ireland","right",180,70,"no",5.84,4.68,87.5,8.57,45.45,0,0,0,1.75,2.23,0.97,0,0,0,0,0.78,0.39,1,0.19,0.34,0,0,6,1.17,33.33,33.333,0,0.19,0,0.19,0,0,0,0,0.58,33.33,6.82,5.71,2.34,0.39,0.78,8.57,0.97,0.19,14.22,76.71,3.12,62.5,3.7,94.74,2.73,50,13.83,77.46,0.19,100,12.59,6.68,0.05,0.58,0,0,0.39,50,0.19,1.95,40,0.39,50,0.39,50,0.58,0,1.95,60,0,NA,0,NA,0,0,0,0,NA,NA,0.19,NA,NA,0,0,0,0,1,100,"CF",0.193314,1.14705882352941,0.195,10.908162,4.095,1.17,0.389961,0,0.195,13.29628649
"97","C. O'Keeffe","Forest Green Rovers","Forest Green Rovers","England League One","2022/23","RWB","RB",NA,24,200000,"",5,461,0,0,3,1.43,21.48,49.09,"England","England, Republic of Ireland","right",184,70,"no",10.15,9.57,55.1,2.34,25,0.78,0.97,0.39,4.1,5.08,1.95,1,0.2,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0.59,2.93,33.33,0,0,2.93,33.33,1.37,2.93,66.67,6.44,51.52,1.37,1.17,0.39,16.2,2.73,1.76,28.11,77.08,9.57,69.39,6.05,96.77,8.2,73.81,22.45,86.96,3.12,43.75,18.91,43.08,0.28,1.56,0,0,0.2,100,0.98,3.32,58.82,2.34,50,0.2,100,0.98,1.56,6.25,65.63,0,NA,0,NA,0,0,0,0,NA,NA,0.78,NA,NA,0.59,0,0,0.78,0,0,"WB",1.953431,NA,0.2,21.667188,5.27307,4.101875,0,0.976569,1.17,60.050806944818
"98","N. Smith","Port Vale","Port Vale","England League One","2022/23","CB","RCB",NA,26,300000,"30/06/2023",5,460,1,0.15,0,0,20.35,56.73,"England","England","right",182,72,"no",11.15,7.04,61.11,6.85,57.14,0,0,0.39,6.85,11.54,0.78,0,0,0,0,0.39,0.2,1,0.2,0.03,0,0,1,0.2,100,100,0,0,0,0,0,0,0,0,0.59,33.33,2.74,50,0.39,0,0,7.83,0,1.76,22.7,78.45,11.93,65.57,1.17,100,7.24,89.19,19.76,81.19,2.93,60,19.28,22.65,0,0.2,0,0,0,0,0,2.15,63.64,0.2,0,0,0,0,0,5.67,51.72,0,NA,0,NA,0,0,0,0,NA,NA,0.78,NA,NA,0,0,0,0,0,0,"CB",0.196647,6.66666666666667,0,17.80815,4.302144,2.932524,0.2,0,0,0
"99","Jevani Brown","Exeter City","Exeter City","England League One","2022/23","AMF","CF",NA,28,250000,"30/06/2023",5,459,1,1.11,0,0.06,21.18,36.11,"England","England, Jamaica","left",175,65,"no",3.73,4.31,50,5.29,33.33,0.2,0.27,0.2,1.37,1.86,1.37,1,0.2,0,0,2.55,0.2,1,0.2,0.22,0,0,8,1.57,37.5,12.5,0,0.2,0,0,0,0.2,0,0,2.75,50,8.82,31.11,2.16,0.59,0.2,14.31,1.37,0.98,24.31,83.06,7.06,66.67,6.47,93.94,5.49,100,22.94,84.62,1.18,66.67,15.86,29.49,0.01,0.2,0,0,1.37,42.86,0.39,3.53,72.22,1.57,87.5,0.98,40,1.57,0,2.94,80,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.59,0.2,0,0.59,0,0,"CAM",1.375,0.909090909090909,0.587182,20.191886,2.155,2.352,0.58875,0,1.37375,33.604789023964
"100","Liam Gibson","Morecambe","Morecambe","England League One","2022/23","LWB","LB","DMF",25,150000,"30/06/2023",5,459,0,0.23,0,0,21.18,56.48,"England","England","left",185,71,"no",11.96,8.82,68.89,3.53,44.44,0,0,0.39,5.88,7.69,0.78,1,0.2,0,0,1.76,0,0,0,0.04,0,0,2,0.39,100,0,0,0.78,50,0.59,33.33,0,0,0,1.57,50,3.53,50,0.78,1.18,0.2,9.8,0.39,0.98,20.2,68.93,7.25,51.35,3.14,93.75,6.67,76.47,16.47,77.38,3.14,31.25,20.85,45.66,0,0,0,0,0.2,100,0,3.14,43.75,0.98,20,0.59,0,0.2,0.39,5.1,53.85,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.78,0,0,0,0,0,"WB",0.785,0,0.2,13.92386,6.076098,2.74635,0.39,0.39,0.196,8.179820808
"101","D. Butler","Peterborough United","Peterborough United","England League One","2022/23","LB",NA,NA,28,300000,"30/06/2024",5,457,0,0.16,1,0.81,13.59,50.72,"England","England","left",175,75,"no",7.29,3.15,50,4.33,54.55,0.2,0.33,0.59,5.51,9.33,0.79,1,0.2,0,0,2.76,0,0,0,0.03,0,0,3,0.59,0,0,0.2,4.14,47.62,4.14,47.62,0,0,0.79,0.79,100,3.54,55.56,0.59,1.38,0.59,30.13,0.98,1.38,39.98,76.85,15.75,60,6.5,93.94,14.77,85.33,28.56,87.59,7.48,52.63,23.08,41,0.16,1.18,0.2,0,0,0,0.79,8.07,60.98,5.51,50,0.59,66.67,0.98,2.17,10.83,76.36,0,NA,0,NA,0,0,0,0,NA,NA,1.38,NA,NA,0.2,0,0,0,0,0,"FB",0.79,0,0,30.72463,1.575,8.269788,0,1.971468,2.755,67.122010303896
"102","Michael Smith","Sheffield Wednesday","Sheffield Wednesday","England League One","2022/23","CF",NA,NA,31,800000,"30/06/2025",5,453,1,1.35,0,0.36,27.42,31.88,"England","England","right",194,86,"no",4.17,3.18,50,7.35,40.54,0.4,0.59,0,2.19,3.24,1.59,1,0.2,0,0,3.18,0.2,1,0.2,0.27,1,0.2,9,1.79,66.67,11.111,0,2.19,18.18,0.4,0,1.79,22.22,0,2.19,72.73,10.73,18.52,3.38,1.19,0.2,9.34,2.58,0.79,18.08,74.73,3.18,81.25,4.37,86.36,5.56,67.86,15.89,82.5,0.2,100,18.08,11.49,0.07,0.99,0,0,0,0,0.79,1.19,83.33,1.19,16.67,0,0,1.19,0.2,1.39,57.14,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.592787,0.740740740740741,0,13.511184,1.59,0.794246,1.193393,0.398142,0.198373,31.859383863358
"103","T. Leigh","Accrington Stanley","Accrington Stanley","England League One","2022/23","CF",NA,NA,22,200000,"30/06/2024",5,452,1,0.92,0,0.11,29.27,24.49,"England","England","right",185,75,"no",3.98,3.38,47.06,14.93,26.67,0.4,0.63,0.2,1.99,3.16,1.39,0,0,0,0,1.19,0.2,1,0.2,0.18,0,0,9,1.79,22.22,11.111,0,0.6,0,0.2,0,0.4,0,0.2,1.39,28.57,5.97,16.67,1.79,1,0.2,15.33,2.39,0.2,21.9,73.64,4.58,43.48,5.97,93.33,7.96,77.5,19.51,78.57,1.79,44.44,18.23,39.43,0.02,0.4,0,0,0.6,66.67,0.2,2.79,42.86,2.59,46.15,1.39,42.86,1,0,2.39,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.397123,1.11111111111111,0.40002,16.12716,1.590628,1.7925,0.397738,0,1.195285,27.15962730157
"104","N. Freeman","Wycombe Wanderers","Wycombe Wanderers","England League One","2022/23","LCMF","RCMF",NA,26,150000,"30/06/2023",5,451,1,1.12,1,0.74,18.56,46.24,"England","England","right",180,78,"no",7.18,5.59,64.29,4.99,40,0.8,1.19,0,2.79,4.16,0.6,0,0,0,0,3.79,0.2,1,0.2,0.22,0,0,9,1.8,11.11,11.111,0.2,2,60,1,60,1,60,0.4,2.99,66.67,4.59,43.48,3.19,0.4,0.2,10.78,0.4,0.4,22.15,75.68,9.18,58.7,2.59,100,7.18,88.89,17.76,82.02,2.39,41.67,17.69,21.52,0.15,0.6,0,0,0.4,100,0.6,3.19,75,1,60,0.4,50,0.8,1.2,4.79,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",1.993433,0.909090909090909,0.4,16.76312,3.593811,3.193493,0.19998,1.2,0.6,41.61815435
"105","T. Taylor","Burton Albion","Burton Albion","England League One","2022/23","RDMF","DMF","RCMF",21,250000,"30/06/2023",5,450,0,0,1,0.97,17.4,63.22,"Scotland","Scotland, Wales","right",185,80,"no",9.4,7.4,62.16,2.8,64.29,0.6,0.96,0.6,4.2,6.7,1.4,1,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0.8,25,0.6,33.33,0.2,0,0,0.4,100,2.8,71.43,0,0.8,0.4,16.6,0,1.6,38.2,75.92,14.8,56.76,6,96.67,13.2,87.88,30.2,82.78,7.2,52.78,22.11,36.99,0.19,1.4,0.2,0,0,0,0,8.2,68.29,1.2,33.33,0.2,0,0.4,0.2,7.2,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.6,NA,NA,1.4,0,0,5.6,0,0,"CDM2",0.4,NA,0,29.00144,4.59984,4.80024,0,0.2,0.39996,13.19792449168
"106","D. Tharme","Accrington Stanley","Accrington Stanley","England League One","2022/23","RCB",NA,NA,23,50000,"30/06/2024",5,449,0,0.61,0,0.23,21.65,53.7,"England","England, Wales","right",183,78,"yes",11.02,9.02,51.11,7.42,64.86,0.4,0.63,0.2,6.01,9.38,2,3,0.6,0,0,1,0,0,0,0.12,0,0,3,0.6,33.33,0,0,0.6,100,0.2,100,0.4,100,0,0.2,0,0.8,0,1,1.2,0,20.45,0.6,0.2,33.67,77.98,18.64,66.67,2,80,11.02,94.55,27.06,86.67,6.01,36.67,26.99,46.59,0.05,0.8,0,0,0.4,50,0.2,7.42,54.05,1.2,16.67,0.6,33.33,0.2,0.4,8.62,72.09,0,NA,0,NA,0,0,0,0,NA,NA,1,NA,NA,0,0,0,0,0,0,"CB",0,0,0.2,26.255866,4.610122,6.214158,0.19998,0.6,0.20004,17.83252178832
"107","G. McCleary","Wycombe Wanderers","Wycombe Wanderers","England League One","2022/23","RW","CF","LW",35,200000,"",5,449,1,1.16,0,1.2,12.83,51.56,"England","England, Jamaica","right",183,76,"no",2.81,2.41,75,1.4,28.57,0,0,0.2,1,1.47,0.8,0,0,0,0,6.41,0.2,1,0.2,0.23,1,0.2,7,1.4,28.57,14.286,0,4.01,50,1.8,44.44,2.2,54.55,0.2,4.21,85.71,6.61,57.58,3.41,1.2,0.8,11.43,2.2,0.2,20.85,69.23,5.41,55.56,4.61,95.65,6.82,64.71,15.84,74.68,1.2,50,17.3,16.86,0.24,1.4,0,0,0.4,100,0.4,2,60,4.21,71.43,0.4,100,2,2.41,4.41,81.82,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",3.608391,0.869565217391304,0.4,14.434455,1.8075,3.608262,0.39998,2.005,3.007203,62.313474582974
"108","S. Raggett","Portsmouth","Portsmouth","England League One","2022/23","LCB","RCB",NA,28,350000,"30/06/2024",5,449,1,0.29,0,0,18.44,70.65,"England","England","right",196,89,"no",8.02,4.41,81.82,8.22,63.41,0,0,0.4,4.41,7.25,0.4,1,0.2,0,0,0.6,0.2,1,0.2,0.06,1,0.2,2,0.4,50,50,0,0,0,0,0,0,0,0,0.4,100,1.6,37.5,0.4,0.4,0,23.85,0.4,1.6,38.29,83.77,15.03,65.33,3.21,93.75,18.44,95.65,33.67,87.5,4.61,56.52,23.07,44.16,0,0,0,0,0,0,0,3.01,66.67,0.4,100,0.4,50,0.4,0,8.82,63.64,0,NA,0,NA,0,0,0,0,NA,NA,2.61,NA,NA,0,0,0,0,0,0,"CB",0.4,3.33333333333333,0,32.075533,3.608262,5.613048,0.2,0,0.4,5.2733568
"109","D. Andrew","Fleetwood Town","Fleetwood Town","England League One","2022/23","LB","LWB",NA,31,250000,"30/06/2024",5,448,0,0.16,0,1.02,12.25,45.9,"England","England","left",180,72,"no",6.63,5.63,53.57,2.61,53.85,0.4,0.67,0.4,3.21,5.33,1,1,0.2,0,0,1.21,0,0,0,0.03,0,0,8,1.61,12.5,0,0,2.21,27.27,2.01,20,0.2,100,0.4,1.41,28.57,2.81,21.43,0.6,0.6,0.2,18.88,1,0,29.93,73.83,11.45,64.91,5.22,92.31,9.44,76.6,21.9,86.24,5.83,44.83,24.39,47.91,0.21,1.81,0.2,0,0,0,0.2,5.83,62.07,2.61,61.54,0,0,1,0.6,9.04,75.56,0,NA,0,NA,0,0,0,0,NA,NA,0.8,NA,NA,1.61,0.8,0,2.81,0,0,"FB",0.402837,0,0,22.097319,3.015991,6.830624,0.20125,0.602667,1.606194,31.101337570426
"110","J. Benson","Barnsley","Barnsley","England League One","2022/23","RCMF","LCMF",NA,22,300000,"30/06/2025",5,448,0,0.39,0,0.9,20.09,50,"England","England","right",175,74,"no",7.43,5.22,38.46,3.82,52.63,0.4,0.58,0,5.02,7.21,1.21,1,0.2,0,0,2.81,0,0,0,0.08,0,0,8,1.61,12.5,0,0,1.21,0,0,0,1.21,0,0.2,3.42,76.47,7.23,52.78,0.6,1,0.2,28.53,0.2,1.41,43.59,81.57,13.66,64.71,5.63,96.43,16.67,91.57,37.77,88.3,4.82,45.83,18.36,38.84,0.18,1,0,0,0.2,0,0,8.64,65.12,1.61,12.5,0.8,25,0.2,0.2,5.22,80.77,0,NA,0,NA,0,0,0,0,NA,NA,0.6,NA,NA,1.81,0.2,0,1.41,0,0,"CM2",2.615274,0,0,35.556363,2.007612,4.216194,0.20125,0,0.20125,13.2855495325
"111","Aaron Collins","Bristol Rovers","Bristol Rovers","England League One","2022/23","AMF","LWF","LW",25,600000,"30/06/2025",5,447,3,1.72,2,2.02,24.56,44.26,"Wales","Wales","right",178,74,"no",6.44,5.23,61.54,3.02,20,0,0,0,3.22,4.66,0.6,2,0.4,0,0,5.84,0.6,3,0.6,0.35,0,0,14,2.82,64.29,21.429,0.4,3.62,27.78,1.21,33.33,2.42,25,0.81,5.84,48.28,13.29,43.94,3.22,1.81,0.6,14.9,2.01,2.21,21.14,67.62,4.23,42.86,5.84,96.55,6.04,63.33,16.51,79.27,1.21,33.33,17.02,27.91,0.41,1.61,0,0,0.6,33.33,0.6,1.81,66.67,2.01,30,0.6,33.33,0.2,0.81,2.21,90.91,0,NA,0,NA,0,0,0,0,NA,NA,0.2,NA,NA,0.2,0.2,0,0,0,0,"CAM",2.819552,1.71428571428571,0.19998,14.294868,3.218542,2.009111,1.812978,1.005636,0.603,50.993199790152
