"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"1","R. Poole","Lincoln City","Lincoln City","England League One","2022/23","LCB","RCB",NA,24,400000,"",5,526,0,0.32,0,0.24,15.4,52.22,"Wales","Wales","right",184,74,"no",8.9,4.96,65.52,5.13,50,0,0,0.86,5.65,6.19,0.51,0,0,0,0,0.17,0,0,0,0.05,0,0,2,0.34,0,0,0,0.17,0,0.17,0,0,0,0,0.51,33.33,1.71,50,0.68,0.17,0,20.87,0.34,0.68,35.42,78.26,15.91,61.29,3.59,85.71,12.49,93.15,28.75,87.5,6.67,38.46,24.38,41.99,0.04,0.17,0.17,0,0,0,0,3.94,34.78,0.17,0,0.34,0,0.17,0,6.67,46.15,0,NA,0,NA,0,0,0,0,NA,NA,2.05,NA,NA,0,0,0,0,0,0,"CB",0.169983,0,0,27.719692,3.249792,3.078205,0,0,0,3.43574704
"2","M. Virtue","Lincoln City","Lincoln City","England League One","2022/23","RCMF",NA,NA,25,200000,"30/06/2023",5,526,0,0.41,0,0,16.77,46.94,"England","England","right",175,66,"yes",8.56,6.5,57.89,4.28,48,0,0,0.17,4.79,5.25,1.03,2,0.34,0,0,0.51,0,0,0,0.07,0,0,2,0.34,50,0,0,0.86,20,0,0,0.86,20,0.17,0.51,33.33,2.91,29.41,0.51,0.17,0.17,13,0.17,0.34,28.06,64.02,13,43.42,3.59,95.24,6.5,73.68,22.07,76.74,5.13,16.67,22.03,40.51,0,0,0.17,0,0.17,0,0,5.13,23.33,2.05,25,0.86,20,0.17,0.17,5.13,43.33,0,NA,0,NA,0,0,0,0,NA,NA,1.37,NA,NA,0,0,0,0,0,0,"CM2",0.169983,0,0,17.964012,3.76285,2.222829,0.17,0.172,0.5125,9.431793149
"3","P. O'Connor","Lincoln City","Lincoln City","England League One","2022/23","RCB","CB",NA,25,150000,"",5,526,0,0.28,1,0,19.85,64.66,"Republic of Ireland","Republic of Ireland","right",191,77,"no",11.46,8.21,66.67,7.02,63.41,0.68,0.75,1.2,5.3,5.81,0.68,0,0,0,0,0.17,0,0,0,0.05,0,0,1,0.17,0,0,0.17,0,0,0,0,0,0,0,0.17,100,1.03,33.33,0.17,0,0,16.77,1.03,1.03,29.77,72.99,13.69,50,2.74,100,11.98,94.29,22.59,84.09,7.19,38.1,24.87,43.55,0,0,0,0,0,0,0,5.48,46.88,0.86,20,0.34,0,0.17,0,7.19,52.38,0,NA,0,NA,0,0,0,0,NA,NA,0.86,NA,NA,0,0,0,0,0,0,"CB",0.17,0,0,21.729123,5.473607,3.766122,0,0,0.172,3.138612336
"4","T. Eyoma","Lincoln City","Lincoln City","England League One","2022/23","RWB","RB",NA,22,500000,"30/06/2023",5,526,0,0.06,0,0.17,19.68,49.57,"England","England, Nigeria","right",183,76,"no",10.61,6.67,69.23,6.16,38.89,0.17,0.19,0.34,5.82,6.38,0.68,0,0,0,0,0.86,0,0,0,0.01,0,0,1,0.17,0,0,0,1.03,33.33,0,0,1.03,33.33,0,1.03,50,3.42,45,0.17,0.68,0.34,13,1.03,0.51,20.53,60.83,9.58,39.29,3.76,86.36,4.96,75.86,13.86,67.9,5.82,47.06,24.35,43.5,0.03,0.34,0,0.17,0.34,0,0.17,3.59,42.86,1.54,44.44,0.51,33.33,0.51,0.34,6.16,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0.17,NA,NA,0,0,0,0,0,0,"WB",0.515,0,0,12.488399,4.617641,3.422496,0,0.343299,0.684376,16.565722816086
"5","Ciaron Brown","Oxford United","Oxford United","England League One","2022/23","LB",NA,NA,24,300000,"30/06/2024",5,510,0,0.21,0,0.23,27.71,54.78,"England","England, Northern Ireland","left",185,76,"no",11.29,9,54.9,9.35,64.15,0.35,0.54,0.71,6,9.11,1.24,0,0,0,0,1.06,0,0,0,0.04,0,0,3,0.53,0,0,0,1.06,66.67,1.06,66.67,0,0,0,1.41,25,4.24,37.5,1.24,0.71,0.53,12.53,0.71,0.71,24.53,72.66,10.06,66.67,4.24,95.83,6,73.53,20.65,76.92,2.82,43.75,20.64,33.02,0.04,1.06,0.18,0,0,0,0.18,4.76,48.15,0.71,75,0.35,50,0,0.53,7.94,73.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",0.3525,0,0,17.823498,4.941,5.822402,0,0.706702,0.5325,17.105745719844
"6","E. Moore","Oxford United","Oxford United","England League One","2022/23","RCB",NA,NA,25,400000,"",5,510,0,0,1,0.45,19.41,68.18,"England","England","right",196,92,"no",9.71,4.59,80.77,9.71,70.91,0,0,0.88,6,9.11,0.71,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,1.24,57.14,1.06,0.18,0.18,18.18,0,0.71,37.24,84.83,17.47,74.75,1.94,90.91,15.71,95.51,31.41,87.64,5.82,69.7,23.24,40.06,0.08,0.35,0,0.18,0,0,0.18,4.24,66.67,0.53,33.33,0.88,60,0.71,0,7.24,75.61,0,NA,0,NA,0,0,0,0,NA,NA,1.41,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,31.590692,3.707343,5.474164,0,0,0.176649,15.091227947242
"7","P. Digby","Cambridge United","Cambridge United","England League One","2022/23","RCMF","RDMF","DMF",27,300000,"30/06/2023",5,508,0,0.01,0,0.01,18.25,56.31,"England","England","right",193,77,"no",12.93,8.68,65.31,4.78,55.56,0.18,0.24,0.53,7.09,9.6,0.71,1,0.18,0,0,0.35,0,0,0,0,0,0,2,0.35,0,0,0,1.24,14.29,0,0,1.06,16.67,0.18,0.71,25,2.13,41.67,0.35,0.18,0.18,18.43,0,0.35,34.9,76.65,14.53,62.2,4.07,91.3,12.05,89.71,27.81,83.44,5.85,57.58,20,33.12,0,0.18,0,0,0,0,0,7.62,72.09,2.3,46.15,0.35,50,0.71,0.18,7.44,69.05,0,NA,0,NA,0,0,0,0,NA,NA,0.89,NA,NA,0,0,0,0,0,0,"CM2",0.1775,NA,0,26.75085,5.668908,5.13732,0,0.177196,1.06145,11.204619367612
"8","L. Jones","Cambridge United","Cambridge United","England League One","2022/23","RCB","LCB",NA,27,200000,"30/06/2023",5,508,1,0.34,0,0.02,14.53,58.54,"England","England, Wales","right",191,78,"no",8.68,3.01,58.82,7.44,69.05,0,0,1.06,6.91,9.36,0.35,0,0,0,0,1.24,0.18,1,0.18,0.06,0,0,2,0.35,50,50,0,0.35,0,0.35,0,0,0,0.18,1.24,71.43,2.66,33.33,0.53,2.13,0.71,16.12,0.35,0.35,30.12,80.59,12.4,71.43,3.37,89.47,10.98,87.1,25.33,86.71,4.43,52,21.85,39.55,0,0.18,0,0,0.18,100,0.18,4.96,71.43,0.71,25,0.18,0,0.18,0,7.44,57.14,0,NA,0,NA,0,0,0,0,NA,NA,1.95,NA,NA,0,0,0,0,0,0,"CB",0.885732,3,0.18,24.273708,1.770482,4.251216,0.175,0,0.1775,9.537921235
"9","G. Williams","Cambridge United","Cambridge United","England League One","2022/23","LB","RCB","RB",29,400000,"30/06/2023",5,508,0,0.07,0,0.03,14.17,51.25,"England","England","right",178,70,"no",9.39,4.07,69.57,6.02,58.82,0,0,0.35,6.56,8.88,0.18,0,0,0,0,1.59,0,0,0,0.01,0,0,3,0.53,0,0,0,2.83,37.5,0.71,50,2.13,33.33,0.18,1.06,16.67,2.13,16.67,0.35,0.71,0.35,24.09,1.77,0.35,36.85,74.52,16.65,70.21,4.61,84.62,12.58,74.65,24.98,83.69,9.21,59.62,22.43,38.93,0.01,0.71,0,0,0.35,100,0.53,7.26,73.17,4.25,50,0.71,75,1.06,1.06,12.22,75.36,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",0.176702,0,0.35,27.46062,2.831499,9.208992,0,1.06125,2.125,46.2265170925
"10","J. Brophy","Cambridge United","Cambridge United","England League One","2022/23","LWB","LAMF","LW",28,400000,"30/06/2024",5,508,0,0.03,0,0.24,15.94,45.56,"England","England","left",180,72,"no",9.04,6.2,60,1.77,20,0.18,0.24,0.18,5.14,6.96,0.71,1,0.18,0,0,3.37,0,0,0,0.01,0,0,2,0.35,0,0,0,1.77,60,1.59,66.67,0.18,0,0.35,3.37,63.16,6.02,44.12,1.06,4.78,0.89,19.13,0.35,0.71,32.24,82.42,8.86,70,6.38,97.22,12.76,83.33,26.57,86.67,4.07,65.22,18.34,31.32,0.04,0.71,0,0,0.53,33.33,0.35,3.37,63.16,2.13,41.67,0.89,20,0.35,0.89,6.02,82.35,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0,0,0,0,0,0,"WB",2.128492,0,0.176649,26.572208,3.72,4.95747,0,1.062,0.887571,31.388107118766
"11","T. Conlon","Port Vale","Port Vale","England League One","2022/23","LCMF","RCMF",NA,26,250000,"30/06/2024",5,508,0,1.11,0,0.32,16.3,53.26,"England","England","left",173,62,"no",8.86,6.38,63.89,3.19,44.44,0.35,0.61,0.53,4.43,7.65,1.24,2,0.35,0,0,1.24,0,0,0,0.2,0,0,11,1.95,18.18,0,0,0.89,40,0.71,50,0.18,0,0,0.89,60,3.01,52.94,0.35,0,0.18,20.91,0.18,1.42,34.19,80.83,12.58,73.24,4.78,96.3,11.52,83.08,27.11,85.62,6.2,65.71,18.88,35.41,0.06,0.53,0.18,0,0,0,0.18,6.38,58.33,1.24,42.86,0.18,0,0.18,0.35,5.67,78.13,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,NA,2.3,0.35,0,1.06,1,0,"CM2",0.534,0,0,27.635777,4.076182,4.429971,0.35451,0.356,0.531464,15.271337314512
"12","W. Forrester","Port Vale","Port Vale","England League One","2022/23","RCB","CB",NA,21,300000,"30/06/2023",5,508,0,0.02,0,0,17.01,53.13,"England","England","right",180,73,"no",10.63,5.85,60.61,4.78,55.56,0,0,0.71,7.09,12.24,1.06,1,0.18,0,0,0.89,0,0,0,0,0,0,1,0.18,100,0,0,0.89,0,0,0,0.89,0,0.18,1.06,66.67,3.9,50,0.35,2.13,1.24,17.19,0.53,1.06,33.48,76.72,16.83,66.32,2.13,91.67,11.16,88.89,28.52,83.23,4.07,47.83,20.39,39.41,0,0,0,0,0.35,0,0,6.38,61.11,1.24,14.29,0.35,50,0.18,0,7.44,59.52,0,NA,0,NA,0,0,0,0,NA,NA,1.42,NA,NA,0,0,0,0,0,0,"CB",0.706702,NA,0,25.685856,3.545685,4.428288,0.18,0,0.177196,3.232021663768
"13","A. Mawson","Wycombe Wanderers","Wycombe Wanderers","England League One","2022/23","CB","LCB",NA,28,2500000,"30/06/2023",5,504,0,0.01,2,0.54,22.5,56.35,"England","England","right",189,90,"no",8.39,6.43,44.44,10,62.5,0.36,0.55,0.54,5.18,7.91,1.61,0,0,0,0,0.71,0,0,0,0,0,0,1,0.18,100,0,0.36,1.25,14.29,0.71,25,0.54,0,0,0.36,50,1.07,50,0,0.89,0.18,13.75,0.18,0.89,32.5,76.92,15.54,63.22,2.68,93.33,11.43,89.06,21.43,90,9.82,56.36,27.12,41.42,0.1,0.89,0,0,0.36,50,0.36,8.21,54.35,2.86,37.5,2.5,42.86,1.07,0.18,8.75,75.51,0,NA,0,NA,0,0,0,0,NA,NA,2.32,NA,NA,0.18,0,0,0,0,0,"CB",0.18,NA,0.18,24.999,2.857492,6.607125,0.18,0.178625,1.0725,39.58477590225
"14","J. McCarthy","Wycombe Wanderers","Wycombe Wanderers","England League One","2022/23","RB","RWB",NA,26,350000,"30/06/2023",5,504,0,0.41,0,0.6,15,53.57,"England","England","right",186,80,"no",6.43,3.21,77.78,7.5,50,0.36,0.55,0.18,3.57,5.45,0,1,0.18,0,0,1.79,0,0,0,0.07,0,0,2,0.36,0,0,0,3.93,31.82,0,0,3.93,31.82,0.18,1.43,37.5,1.96,45.45,1.61,1.07,0.18,14.46,2.5,0.18,23.39,64.89,11.79,63.64,3.93,86.36,5,57.14,15.54,74.71,4.29,58.33,21.96,30.32,0.11,0.71,0.18,0,0,0,0.36,3.93,77.27,2.86,43.75,0.36,50,0.18,1.25,8.04,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0,0,0,0.18,0,0,"FB",0.53625,0,0,15.177771,2.496738,5.360268,0,1.250526,1.25125,34.365766710272
"15","C. Robertson","Portsmouth","Portsmouth","England League One","2022/23","LB","LCB",NA,29,300000,"30/06/2023",5,503,0,0,0,0.1,12.7,64.79,"Scotland","Scotland","left",188,76,"no",7.87,4.12,60.87,5.01,71.43,0.18,0.31,0.54,5.19,8.88,0.54,1,0.18,0,0,1.43,0,0,0,0,0,0,1,0.18,0,0,0,2.33,46.15,2.15,50,0.18,0,0,0.72,50,1.43,62.5,0.18,0.18,0.18,30.78,0.18,0.18,48.13,81.04,20.58,68.7,4.29,91.67,20.04,93.75,38.29,89.25,7.69,51.16,25.27,44.49,0.02,0.36,0,0,0,0,0,7.16,62.5,2.15,58.33,0.18,100,0,0.89,11.27,71.43,0,NA,0,NA,0,0,0,0,NA,NA,2.33,NA,NA,0.72,0.18,0,3.04,0,0,"FB",0.36,NA,0,39.004552,2.507844,8.050161,0,1.075295,1.254095,17.2616734185
"16","G. Jones","Bolton Wanderers","Bolton Wanderers","England League One","2022/23","RCB","RWB",NA,27,300000,"30/06/2024",5,502,0,0.11,0,0,14.52,61.73,"Australia","Australia, Wales","right",178,72,"no",6.81,4.3,66.67,4.48,60,0.54,1.08,0.36,3.41,6.87,0.9,1,0.18,0,0,0.54,0,0,0,0.02,0,0,2,0.36,0,0,0,2.33,15.38,0,0,2.33,15.38,0.18,0.36,50,1.25,42.86,1.43,1.08,1.08,26,0.9,1.08,39.44,77.73,22.05,77.24,3.94,90.91,8.78,77.55,32.99,85.33,4.12,52.17,21.46,38.6,0,0,0,0,0.54,0,0.18,7.53,69.05,1.97,27.27,0.72,0,0.36,0.36,11.12,82.26,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0,0,0,0,0,0,"CB",0.18,0,0,30.656712,2.86681,9.147312,0,0.358354,0.537219,15.61988389189
"17","R. Santos","Bolton Wanderers","Bolton Wanderers","England League One","2022/23","CB",NA,NA,27,500000,"30/06/2025",5,502,0,0.34,0,0,22.05,73.17,"Portugal","Portugal","right",196,100,"no",10.94,8.25,84.78,7.71,74.42,0,0,0.54,3.94,7.95,0.72,0,0,0,0,0,0,0,0,0.06,0,0,2,0.36,0,0,0,0,0,0,0,0,0,0,0.18,0,1.08,66.67,0.36,0.36,0,30.12,0,0.54,50.92,87.32,17.93,74,1.61,100,27.97,95.51,42.85,93.31,8.07,55.56,23.52,43.4,0,0,0,0,0,0,0,6.81,63.16,1.25,14.29,1.08,16.67,0.18,0,8.78,63.27,0,NA,0,NA,0,0,0,0,NA,NA,1.43,NA,NA,0,0,0,0,0,0,"CB",0,0,0,44.463344,6.99435,5.555106,0,0,0.178625,7.02845328025
"18","M. Johnson","Sheffield Wednesday","Sheffield Wednesday","England League One","2022/23","LB","LWB",NA,31,450000,"30/06/2023",5,502,0,0.28,0,1.03,14.88,54.22,"England","England","left",178,74,"no",8.61,3.94,59.09,2.69,60,0.54,0.78,0.36,5.74,8.35,0.54,0,0,0,0,4.12,0,0,0,0.05,0,0,4,0.72,50,0,0,5.2,44.83,5.02,46.43,0.18,0,1.43,2.15,66.67,5.2,51.72,1.25,1.79,0.9,27.61,1.97,1.25,39.08,69.72,14.34,58.75,5.02,89.29,13.27,74.32,27.97,78.85,6.27,48.57,22.11,40.72,0.18,1.43,0,0,0,0,0.72,6.99,58.97,6.1,47.06,0.36,50,0.72,2.33,10.58,72.88,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0,0,0,0,0,0,"FB",1.433405,0,0,27.246576,2.328146,7.710704,0.36,2.33116,2.87066,67.2739657598
"19","L. Palmer","Sheffield Wednesday","Sheffield Wednesday","England League One","2022/23","RB","RWB",NA,31,400000,"30/06/2023",5,502,1,0.55,1,0.85,12.91,55.56,"England","England, Scotland","right",183,81,"no",8.61,6.1,76.47,1.79,50,0.18,0.26,0.36,3.76,5.48,0.54,0,0,0,0,3.23,0.18,1,0.18,0.1,0,0,5,0.9,40,20,0.18,3.23,55.56,0,0,3.23,55.56,0,1.61,55.56,3.76,23.81,1.61,1.61,0.36,28.33,1.08,0,39.44,67.27,18.82,55.24,3.76,100,12.91,76.39,27.97,77.56,8.61,37.5,23.67,41.62,0.15,0.9,0,0,0.54,33.33,0.72,8.78,61.22,3.05,58.82,0.72,25,0.36,1.61,13.63,76.32,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.18,0,0,"FB",0.894516,1.8,0.179982,26.531288,4.66467,10.402416,0.36,1.794588,1.79401,57.96418791518
"20","M. Ihiekwe","Sheffield Wednesday","Sheffield Wednesday","England League One","2022/23","RCB","CB",NA,29,500000,"",5,502,0,0.3,0,0,17.75,60.61,"England","England, Nigeria","right",185,80,"no",7.35,5.92,60.61,5.74,68.75,0,0,0.18,3.76,5.48,1.25,1,0.18,0,0,0.36,0,0,0,0.05,0,0,4,0.72,25,0,0,0,0,0,0,0,0,0,0.18,100,1.61,44.44,0.72,0,0.18,23.31,0.54,0.72,38.19,90.14,13.8,84.42,3.23,100,19.9,95.5,35.5,90.91,2.69,80,20.97,36.48,0,0,0,0,0,0,0,4.3,75,0.18,100,0,0,0,0,5.2,72.41,0,NA,0,NA,0,0,0,0,NA,NA,1.43,NA,NA,0,0,0,0,0,0,"CB",0.18,0,0,34.424466,3.588112,3.76532,0.18,0,0.18,1.43972244
"21","C. Winchester","Shrewsbury Town","Shrewsbury Town","England League One","2022/23","DMF","RCMF","LCMF",29,500000,"30/06/2023",5,502,0,0.07,0,0.12,14.16,53.16,"Northern Ireland","Northern Ireland","right",178,74,"yes",8.43,6.81,68.42,2.15,50,0.54,0.68,0.36,3.23,4.06,0.54,0,0,0,0,0.72,0,0,0,0.01,0,0,4,0.72,25,0,0,0.36,50,0,0,0.36,50,0.18,0.54,66.67,2.87,43.75,0.18,0.18,0,13.09,0.18,0.9,23.84,84.96,5.74,62.5,5.74,87.5,9.86,92.73,21.51,89.17,1.97,45.45,18.54,27.57,0.02,0.18,0,0,0,0,0,3.59,60,0.9,60,0,0,0.18,0.18,1.97,63.64,0,NA,0,NA,0,0,0,0,NA,NA,0.9,NA,NA,0,0,0,0,0,0,"CDM",0.360018,0,0,20.254464,4.659402,1.253708,0.18,0.18,0.54,6.06977202
"22","C. Dunkley","Shrewsbury Town","Shrewsbury Town","England League One","2022/23","CB","RCB",NA,30,400000,"30/06/2024",5,502,0,0.28,0,0,14.52,59.26,"England","England, Jamaica","right",188,85,"no",7.71,4.48,72,6.1,50,0.18,0.23,0.9,4.3,5.41,0.18,0,0,0,0,0.18,0,0,0,0.05,0,0,1,0.18,100,0,0,0.18,0,0,0,0.18,0,0,0.18,0,0.9,0,1.08,0.18,0,12.91,0.18,0.36,22.95,78.91,8.43,61.7,0.72,100,12.73,91.55,18.11,87.13,4.66,50,23.11,41.66,0,0,0,0,0,0,0,3.05,52.94,0.9,0,0,0,0.36,0,5.56,54.84,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0,0,0,0,0,0,"CB",0,0,0,18.109845,3.2256,3.049104,0.18,0,0,0
"23","L. Leahy","Shrewsbury Town","Shrewsbury Town","England League One","2022/23","LCMF","LB",NA,29,500000,"30/06/2023",5,502,0,0.84,0,0.51,19.36,56.48,"England","England, Scotland","left",178,73,"no",12.91,8.78,63.27,3.41,52.63,1.25,1.58,0.36,6.1,7.67,1.08,2,0.36,0,0,2.51,0,0,0,0.15,0,0,8,1.43,25,0,0,2.33,38.46,1.97,36.36,0.36,50,0,1.79,50,4.3,54.17,1.79,0.18,0,20.8,0.9,1.97,36.04,73.63,16.31,60.44,4.3,100,12.37,81.16,25.82,87.5,8.07,40,23.13,38.7,0.09,0.9,0,0,0.9,40,0.72,6.27,34.29,3.41,47.37,1.97,36.36,1.25,0.72,7.71,76.74,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0.9,0.18,0,1.97,0,0,"CM2",0.895,0,0.36,26.536252,5.555106,5.916654,0.3575,0.896118,1.615317,57.358924252382
"24","E. Cashin","Derby County","Derby County","England League One","2022/23","LCB","CB","RCB",20,500000,"30/06/2024",5,501,0,0.12,0,0.1,26.41,57.14,"England","England, Republic of Ireland","left",184,86,"no",14.91,6.65,54.05,13.47,69.33,0.9,1.42,1.26,10.42,16.42,1.44,1,0.18,0,0,1.44,0,0,0,0.02,0,0,2,0.36,0,0,0,1.44,25,1.44,25,0,0,0.18,1.08,83.33,1.44,62.5,0.72,0.54,0.18,25.15,0,0.54,46.17,79.38,20.3,68.14,2.69,93.33,18.32,91.18,36.29,86.14,8.62,60.42,23.59,38.96,0.02,0.18,0,0,0.18,100,0.18,8.08,62.22,1.62,33.33,0.36,100,0.36,0.54,9.7,57.41,0,NA,0,NA,0,0,0,0,NA,NA,0.9,NA,NA,0,0,0,0,0,0,"CB",0.899964,0,0.18,36.649746,3.594325,5.56877,0,0.36,0.539946,16.034993123268
"25","M. McGuane","Oxford United","Oxford United","England League One","2022/23","DMF","RDMF",NA,23,300000,"30/06/2024",5,501,0,0.17,0,0.11,16.53,47.83,"England","England, Republic of Ireland","right",178,73,"no",6.83,7.19,65,0.36,0,0,0,0,2.16,3.24,0.54,1,0.18,0,0,0.54,0,0,0,0.03,0,0,2,0.36,0,0,0,0.54,33.33,0.36,50,0.18,0,0,1.08,33.33,6.47,33.33,0,1.62,0.72,22.28,0.36,0.9,32.87,87.43,9.34,69.23,5.21,96.55,14.01,97.44,30.18,92.26,2.16,33.33,18.34,35.48,0.02,0.54,0,0.18,0,0,0,5.21,72.41,0.9,40,0.54,0,0.36,0.18,3.77,76.19,0,NA,0,NA,0,0,0,0,NA,NA,1.08,NA,NA,0,0,0,0,0,0,"CDM",0.359964,0,0,28.738241,4.6735,2.872363,0,0.179982,0.36,7.429822523004
"26","J. Diamond","Lincoln City","Lincoln City","England League One","2022/23","LWF","AMF",NA,22,100000,"30/06/2024",5,500,0,0.56,1,0.21,25.92,47.22,"England","England","right",175,66,"yes",5.22,7.02,56.41,1.8,60,0.18,0.2,0,1.08,1.19,1.44,0,0,0,0,3.06,0,0,0,0.1,0,0,8,1.44,12.5,0,0.18,1.62,22.22,1.62,22.22,0,0,0,5.58,41.94,12.78,39.44,1.8,3.42,2.52,8.64,0.36,1.8,14.22,69.62,3.42,52.63,5.76,96.88,2.34,38.46,11.16,79.03,1.44,50,19.71,33.8,0.04,0.36,0,0,0.54,33.33,0.18,2.34,46.15,1.62,33.33,0.72,25,0.36,0.36,2.16,75,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0.18,0,0,0.36,0,0,"Winger",2.340252,0,0.179982,9.899964,3.959982,1.62,0.18,0.359964,0.539946,18.73767976134
"27","B. Thomas","Bristol Rovers","Bristol Rovers","England League One","2022/23","RCB","LCB",NA,21,150000,"31/05/2023",5,500,1,0.25,0,0.2,14.58,61.73,"England","England","right",186,77,"yes",8.28,3.42,63.16,6.12,64.71,0.18,0.25,0.18,5.94,8.39,0.18,1,0.18,0,0,0.18,0.18,1,0.18,0.05,1,0.18,2,0.36,50,50,0,0,0,0,0,0,0,0,0,0,1.08,66.67,0.72,0,0,17.46,0,1.08,32.04,73.03,16.2,54.44,1.98,100,12.78,91.55,23.22,82.17,8.82,48.98,25.25,41.24,0.04,0.18,0,0,0,0,0.18,8.1,44.44,1.26,57.14,0.54,100,0.72,0,6.84,76.32,0,NA,0,NA,0,0,0,0,NA,NA,1.62,NA,NA,0,0,0,0,0,0,"CB",0,3.6,0,23.398812,2.160072,5.220288,0.18,0,0.719964,16.001163115512
"28","L. Gordon","Bristol Rovers","Bristol Rovers","England League One","2022/23","LB",NA,NA,21,100000,"30/06/2024",5,500,0,0,0,0,14.58,49.38,"England","England, Scotland","left",172,66,"no",8.82,7.74,65.12,2.88,25,0.36,0.51,0.36,3.42,4.83,0.18,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1.44,25,1.44,25,0,0,0,0.9,60,2.7,33.33,0.54,2.16,0.72,18.9,0.54,0.18,28.8,80.63,7.92,68.18,5.76,93.75,8.46,87.23,25.2,87.86,2.34,30.77,18.65,40.22,0,0,0,0,0.18,0,0,2.52,71.43,0.72,25,0.36,0,0,0.36,4.68,53.85,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0,0,0,0,0,0,"FB",0.54,NA,0,23.22144,5.040288,2.52018,0,0.36,0.18,5.1346386
