"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"69","F. Seriki","Rochdale","Rochdale","English League Two","2022/23","RB","RWB",NA,20,150000,"2023-05-31",7,648,0,0.33,0,1.09,25.83,46.77,"England","England, Nigeria","right",182,0,"yes",6.53,6.39,47.83,4.86,45.71,0.28,0.43,0,3.19,5,1.39,2,0.28,0,0,3.61,0,0,0,0.05,0,0,2,0.28,50,0,0,1.81,38.46,0,0,1.81,38.46,0,6.11,43.18,11.11,43.75,1.67,2.22,1.67,16.25,0.97,3.19,23.33,76.19,8.33,60,5.28,94.74,4.86,82.86,19.03,84.67,2.5,38.89,19.31,32.59,0.15,0.97,0,0,0.28,50,0.97,2.92,47.62,0.97,57.14,0.42,33.33,0.42,0.69,4.31,58.06,0,NA,0,NA,0,0,0,0,NA,NA,0.69,NA,NA,0,0,0,0,0,0,"FB",2.638298,0,0.14,17.775127,3.056337,2.502386,1267.4251,0.14,0.696126,0.554258,48.613148965136,"F","Seriki","https://www.whoscored.com/Players/416027/Show/Femi-Seriki","7",1.3,586,1,1.4,0.1,1.3,0.3,0,0,"Rochdale,","https://www.whoscored.com/Teams/202/Show/England-Rochdale",20,", M(R)",1.35294117647059
"70","S. Bennett","Newport County","Newport County","English League Two","2022/23","DMF","LCMF",NA,31,50000,"2023-06-30",7,647,1,0.92,0,0.01,17.94,55.04,"England","England","right",178,81,"no",11.41,8.49,68.85,3.76,59.26,0.83,1.14,0.42,4.73,6.46,1.25,4,0.56,0,0,0.42,0.14,1,0.14,0.13,0,0,6,0.83,16.67,16.667,0,0.42,0,0.14,0,0.28,0,0,1.11,25,3.06,13.64,1.67,0.28,0.28,10.15,0.14,0,23.93,77.91,7.79,67.86,4.73,82.35,7.93,85.96,21.7,82.05,1.81,46.15,19.09,32.1,0,0.14,0,0,0,0,0,3.34,58.33,0.42,33.33,0,0,0.14,0,3.06,54.55,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0,0,0,0,0,0,"CDM",0.2775,1.07692307692308,0,18.643863,5.845365,1.66923,1481.415,0.138361,0,0.139986,1.119672141588,"S","Bennett","https://www.whoscored.com/Players/134126/Show/Scot-Bennett","7",2,586,1.3,1.1,0,1.1,1,0.3,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",31,", D(C),DMC",1.57142857142857
"71","Zac Williams","Crewe Alexandra","Crewe Alexandra","English League Two","2022/23","LB",NA,NA,18,0,"",7,647,0,0,1,0.58,17.94,49.61,"Wales","Wales","",184,0,"no",9.18,6.96,52,3.89,42.86,0.83,1.13,0,4.73,6.38,1.39,1,0.14,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0.14,1.95,42.86,1.81,38.46,0,0,0.42,1.81,69.23,3.48,68,0.42,1.95,0.97,16.97,0.56,1.11,27.4,76.65,11.96,62.79,5.01,97.22,6.12,77.27,21.14,87.5,4.45,37.5,20.37,38.52,0.08,0.28,0,0,0,0,0.28,4.87,60,1.95,42.86,0.14,0,0.42,0.56,6.12,77.27,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0,0,0,0,0,0,"FB",1.253063,NA,0,21.0021,3.6192,4.728924,1444.5,0,0.83577,0.83577,23.9764316086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","J. Davison","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","CF",NA,NA,22,0,"2023-06-30",7,646,2,1.28,1,0.67,24.8,33.15,"England","England","right",180,79,"no",3.48,2.51,50,8.5,29.51,0.7,0.97,0.28,1.53,2.13,1.39,2,0.28,0,0,1.11,0.28,2,0.28,0.18,1,0.14,8,1.11,50,25,0.14,0.28,50,0,0,0.28,50,0,0.56,50,6.55,29.79,2.51,1.11,0.28,7.24,1.67,0.7,11.7,73.81,2.65,52.63,3.9,85.71,3.2,73.91,11.42,74.39,0,0,14.89,0,0.09,0.7,0,0,0.28,50,0.28,1.53,36.36,0.98,28.57,0.28,50,0.42,0.14,1.25,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,NA,0,0,0,0,0,0,"CF",0.28,1.55555555555556,0.14,8.63577,1.255,0.6945,0,0.555,0.14,0.279986,18.242119631588,"J","Davison","https://www.whoscored.com/Players/386499/Show/Josh-Davison","7",0.6,604,0.3,1.6,0,0.3,0,0.1,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",22,", FW",0.5625
"73","P. Clarke","Walsall","Walsall","English League Two","2022/23","CB","RCB",NA,40,150000,"2023-06-30",7,642,0,0.68,0,0.06,18.36,67.94,"England","England","right",188,83,"no",11.07,5.75,73.17,7.29,71.15,0.28,0.42,0.84,6.59,9.79,0.7,0,0,0,0,0.42,0,0,0,0.1,0,0,4,0.56,25,0,0,0.14,100,0,0,0.14,100,0,0.28,50,1.12,25,0.98,0.14,0.14,14.44,0.14,0.56,28.88,76.7,16.12,65.22,1.68,100,9.39,89.55,21.03,86,7.71,50.91,25.7,42.26,0.01,0.14,0,0,0,0,0,5.19,45.95,0.84,50,0.42,0,0.42,0.14,6.87,71.43,0,NA,0,NA,0,0,0,0,NA,NA,1.54,NA,NA,0,0,0,0,0,0,"CB",0.14,0,0,22.15096,4.207275,4.907241,2151.4566,0.14,0.14,0.42,6.66626309,"P","Clarke","https://www.whoscored.com/Players/2897/Show/Peter-Clarke","7",0.3,586,0.9,1,0.4,5.7,0.1,0.9,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",40,", D(C)",1.09090909090909
"74","G. Marsh","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","RCMF",NA,NA,23,0,"2023-06-30",7,641,0,0.41,0,0.15,13.9,45.45,"England","England","right",178,68,"no",6.88,3.93,53.57,2.81,40,0.7,0.93,0.14,4.07,5.37,1.26,3,0.42,0,0,0.98,0,0,0,0.06,0,0,3,0.42,33.33,0,0,0.84,16.67,0,0,0.84,16.67,0.14,0.98,71.43,3.37,45.83,0.42,0.14,0.14,14.46,0.14,0.84,30.47,79.26,9.97,60.56,7.72,96.36,8.85,84.13,25.98,87.03,3.65,38.46,19.37,34.51,0.02,0.28,0.14,0,0.14,0,0.14,4.21,56.67,0.84,0,0.56,25,0.14,0.14,3.93,64.29,0,NA,0,NA,0,0,0,0,NA,NA,0.98,NA,NA,0,0,0,0,0,0,"CM2",0.700014,0,0,24.150522,2.105301,2.526597,1327.2546,0.139986,0.140028,0,8.938804644216,"G","Marsh","https://www.whoscored.com/Players/365589/Show/George-Marsh","7",1.9,596,1,1.3,0,1.4,0.3,0.1,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",23,", D(R),M(C)",1.8125
"75","M. Welch-Hayes","Harrogate Town","Harrogate Town","English League Two","2022/23","RCB",NA,NA,25,50000,"2023-06-30",7,641,0,0,1,0.04,16.01,50.88,"England","England","right",180,77,"no",6.04,4.21,56.67,6.6,46.81,0.14,0.2,0.7,3.51,5.03,0.56,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.14,0.84,33.33,0,0,0.84,33.33,0,0.42,33.33,1.54,27.27,0,0.28,0.14,17.83,0.28,0.42,33,66.81,20.5,54.79,3.23,100,5.2,83.78,23.59,76.79,8.56,42.62,23.39,41.04,0.01,0.14,0,0,0,0,0,8,50.88,1.12,25,0.28,0,0,0.28,9.55,58.82,0,NA,0,NA,0,0,0,0,NA,NA,1.4,NA,NA,0,0,0,0,0,0,"CB",0.139986,NA,0,22.0473,2.385807,5.61731,1749.1248,0,0.279972,0.28,5.531467085784,"M","Welch-Hayes","https://www.whoscored.com/Players/322046/Show/Miles-Welch-Hayes","7",0.4,586,0.7,0.4,0.3,3.1,0.1,0.6,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",25,", D(CR),M(R)",2.2
"76","K. Knoyle","Doncaster Rovers","Doncaster Rovers","English League Two","2022/23","RB",NA,NA,25,150000,"2023-06-30",7,633,0,0.05,0,0.44,15.21,58.88,"England","England","right",177,63,"no",5.4,3.55,80,3.27,60.87,0.14,0.23,0.43,2.42,3.95,0.28,1,0.14,0,0,1.56,0,0,0,0.01,0,0,2,0.28,50,0,0,1.85,38.46,0,0,1.85,38.46,0.57,1.28,55.56,5.12,55.56,1,1.14,0.85,16.64,1.42,2.13,24.03,75.15,7.54,58.49,6.11,90.7,6.54,82.61,17.63,85.48,4.69,51.52,21.41,33.49,0.06,0.43,0,0,0,0,0.28,4.27,50,2.56,38.89,1,42.86,0.28,0.57,5.83,70.73,0,NA,0,NA,0,0,0,0,NA,NA,1.56,NA,NA,0,0,0,0,0,0,"FB",0.711168,0,0,18.058545,2.84,4.123559,1725.4048,0.14,0.71151,0.995584,28.246223679692,"K","Knoyle","https://www.whoscored.com/Players/294852/Show/Kyle-Knoyle","7",0.9,560,0.6,0.4,0,1.3,0,0.6,0,"Doncaster,","https://www.whoscored.com/Teams/910/Show/England-Doncaster",25,", D(CR),M(R)",3.75
"77","C. Gunter","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","RWB","RB",NA,33,800000,"2023-06-30",7,632,0,0.51,0,0.26,7.83,45.45,"Wales","Wales","right",180,71,"no",5.98,4.13,65.52,0.71,0,0,0,0.28,3.28,4.6,0.57,0,0,1,0.14,1,0,0,0,0.07,0,0,3,0.43,0,0,0,2.71,26.32,0,0,2.71,26.32,0.43,0.43,66.67,1.42,40,1,0.14,0.28,20.08,0.57,0.57,24.78,75.86,8.12,68.42,7.41,96.15,6.41,62.22,18.51,88.46,3.7,46.15,22.74,36.79,0.04,0.14,0,0.14,0,0,0.14,2.71,68.42,2.42,41.18,0,0,0.43,1,5.7,77.5,0,NA,0,NA,0,0,0,0,NA,NA,0.71,NA,NA,0,0,0,0,0,0,"WB",0.286681,0,0,18.798108,2.705976,4.4175,1697.8585,0,0.713272,0.996556,17.753934569032,"C","Gunter","https://www.whoscored.com/Players/13835/Show/Chris-Gunter","7",0.4,585,0.4,0.6,0,1.4,0.3,0.1,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",33,", D(CLR),M(R)",0.888888888888889
"78","J. Mattock","Harrogate Town","Harrogate Town","English League Two","2022/23","LCB",NA,NA,32,200000,"2023-06-30",7,630,0,0.01,0,0.34,22.43,59.87,"England","England","left",181,78,"no",10.43,7.86,61.82,8.86,62.9,0.14,0.21,0.14,5.43,8.03,1,2,0.29,0,0,1.71,0,0,0,0,0,0,1,0.14,100,0,0,1.57,45.45,1.43,50,0.14,0,0.14,1,71.43,2.43,41.18,0,1.29,0.43,24.57,0.86,0.57,42.86,75,23.71,66.27,3.57,92,11,87.01,33.14,85.78,8.14,36.84,22.79,41.38,0.05,0.57,0,0,0.14,100,0,8.43,45.76,1.86,46.15,0.71,20,0.14,0.71,11.29,69.62,0,NA,0,NA,0,0,0,0,NA,NA,1.29,NA,NA,0.86,0,0,1.57,0,0,"CB",0.7143,NA,0.14,32.145,4.859052,7.860098,1524.4392,0.14,0.713565,0.85839,17.36280189655,"J","Mattock","https://www.whoscored.com/Players/26124/Show/Joe-Mattock","7",1.6,586,0.9,0.9,0.1,5.9,0.1,0.3,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",32,", D(CL),M(L)",2.5
"79","G. Moncur","Leyton Orient","Leyton Orient","English League Two","2022/23","AMF","LCMF","DMF",29,300000,"2025-06-30",7,630,2,2.61,0,0.55,15.57,40.37,"England","England","right",176,63,"no",2.57,2.29,62.5,2.71,42.11,0,0,0,1.14,1.82,0.14,0,0,0,0,3.14,0.29,0,0,0.37,0,0,18,2.57,44.44,11.111,0,0.57,25,0.29,50,0.29,0,0.29,2.71,63.16,7.86,32.73,1.71,1.86,1.86,16.71,0.29,0,25.86,93.37,3.57,72,9.86,97.1,7.57,96.23,24.86,94.83,0.43,100,13.93,17.31,0.08,1.14,0,0,0.29,50,0.14,1.71,75,0.86,83.33,0.14,100,0.71,0.14,1.86,69.23,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.57,0.29,50,1.71,2,100,"CAM",1.711636,0.783783783783784,0.145,24.145482,1.43125,1.287678,1731,1.142108,0.1425,0.716638,16.154915169204,"G","Moncur","https://www.whoscored.com/Players/108447/Show/George-Moncur","7",0.1,587,0.4,0.1,0,0.3,0,0,0,"Leyton Orient,","https://www.whoscored.com/Teams/97/Show/England-Leyton-Orient",29,", AM(CL)",5
"80","L. Norris","Stevenage","Stevenage","English League Two","2022/23","CF",NA,NA,29,150000,"2023-06-30",7,627,1,1.83,0,0.34,34.88,36.63,"England","England","right",182,85,"no",4.02,3.3,73.91,10.19,35.21,0.29,0.42,0,1.29,1.89,0.72,1,0.14,0,0,3.01,0.14,0,0,0.26,0,0,14,2.01,35.71,7.143,0,0.14,100,0,0,0.14,100,0,2.3,75,10.91,35.53,3.16,0.43,0,6.75,2.15,1.29,15.22,66.04,3.88,55.56,4.31,80,4.31,63.33,14.35,67,0.72,40,14.65,21.05,0.05,0.57,0,0,0.57,75,0.14,1.87,46.15,1.44,60,0.72,60,0.86,0.14,2.3,68.75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,1,100,"CF",1.725,0.538461538461539,0.4275,10.051288,2.43903,1.58125,842,0.717771,0.14,0.864,21.294385182,"L","Norris","https://www.whoscored.com/Players/134146/Show/Luke-Norris","7",1,593,0.1,1,0,0.7,0,0,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",29,", FW",1.1
"81","R. Gotts","Barrow","Barrow","English League Two","2022/23","AMF","RDMF",NA,22,250000,"2023-06-30",7,625,0,0.03,0,0.01,22.9,32.7,"England","England","right",177,70,"no",5.18,5.18,55.56,3.89,18.52,0.58,0.81,0.14,1.73,2.42,0.86,0,0,0,0,1.87,0,0,0,0,0,0,1,0.14,100,0,0,1.73,16.67,0.86,0,0.86,33.33,0.29,3.31,43.48,8.35,34.48,0.58,1.3,1.44,11.23,0.43,1.3,24.34,61.54,9.65,43.28,4.75,93.94,4.75,51.52,20.3,70.21,2.3,18.75,16.02,21.17,0,0.14,0,0,0.14,0,0,3.89,33.33,2.45,41.18,0.43,0,0.43,0.29,3.02,52.38,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CAM",1.439188,NA,0,14.978836,2.878008,1.581876,396.9375,0.14,0.288391,1.00891,11.763903597082,"R","Gotts","https://www.whoscored.com/Players/368291/Show/Robbie-Gotts","7",1.6,577,0.3,0.9,0,0.4,0.6,0,0,"Barrow,","https://www.whoscored.com/Teams/1383/Show/England-Barrow",22,", M(CLR)",1.26666666666667
"82","H. Biggins","Doncaster Rovers","Doncaster Rovers","English League Two","2022/23","LDMF","LCMF","RDMF",26,0,"2024-06-30",7,623,0,0.47,0,0.61,13.29,44.57,"England","England","right",175,68,"no",5.2,3.61,40,3.47,45.83,0,0,0.72,3.76,5.61,0.58,0,0,0,0,1.16,0,0,0,0.07,0,0,5,0.72,20,0,0,0.43,33.33,0.29,50,0.14,0,0.29,1.16,75,3.9,48.15,0.72,0.58,0,16.47,0.43,1.59,26.15,77.35,8.23,47.37,4.62,96.88,9.25,93.75,22.97,81.13,2.74,52.63,19.51,47.45,0.09,0.58,0.14,0,0.43,0,0.29,4.62,62.5,0.58,25,0.58,0,0.14,0.14,4.48,54.84,0,NA,0,NA,0,0,0,0,NA,NA,0.43,NA,NA,0,0,0,0,0,0,"CDM2",0.87,0,0,20.227025,1.444,2.456832,2497.2935,0.144,0.143319,0.145,17.954704948318,"H","Biggins","https://www.whoscored.com/Players/350992/Show/Harrison-Biggins","7",0.3,568,1.1,0.4,0,1.1,0.9,0.7,0,"Doncaster,","https://www.whoscored.com/Teams/910/Show/England-Doncaster",26,", M(C)",1.07692307692308
"83","J. Hessenthaler","Crawley Town","Crawley Town","English League Two","2022/23","RCMF","LCMF","RWB",28,200000,"2024-06-30",7,616,0,0.2,0,0.23,17.24,56.78,"England","England","right",176,74,"no",9.5,7.6,73.08,2.78,47.37,0.88,1.13,0,3.07,3.96,0.88,1,0.15,0,0,1.17,0,0,0,0.03,0,0,4,0.58,25,0,0,1.02,42.86,0.29,0,0.73,60,0.44,1.17,50,3.65,40,0.73,0.29,0,26.44,0.44,0.73,43.1,86.44,11.69,67.5,10.67,97.26,13,89.89,38.43,92.4,3.65,36,17.01,35.4,0.03,0.29,0,0,0.15,0,0.29,4.97,64.71,1.9,23.08,0.29,0,0.15,0.44,5.11,71.43,0,NA,0,NA,0,0,0,0,NA,NA,1.17,NA,NA,0.29,0,0,0.58,0,0,"CM2",0.585,0,0,37.25564,5.55408,3.650073,1274.4,0.145,0.437172,0.43852,17.781874956344,"J","Hessenthaler","https://www.whoscored.com/Players/138665/Show/Jake-Hessenthaler","6(1)",3.1,559,0.7,0.9,0.3,0.7,0.1,0,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",28,", DMC,M(R)",3.8
"84","T. Rowe","Doncaster Rovers","Doncaster Rovers","English League Two","2022/23","LB","LAMF","RAMF",33,500000,"2024-06-30",6,612,1,1.65,1,0.79,23.09,46.5,"England","England","left",180,81,"no",7.35,6.03,60.98,5.15,45.71,0.44,0.76,0.15,3.24,5.59,1.62,0,0,0,0,2.5,0.15,1,0.15,0.24,0,0,13,1.91,38.46,7.692,0.15,1.03,57.14,0.88,50,0.15,100,0,2.21,46.67,7.06,39.58,2.5,0.74,0.15,15.88,1.18,1.91,25.74,64,10.59,44.44,3.53,95.83,6.91,78.72,19.85,66.67,5,52.94,21.45,40.41,0.12,0.74,0,0,0.59,25,0.29,4.71,43.75,1.62,72.73,1.18,37.5,0.59,0.59,6.62,60,0,NA,0,NA,0,0,0,0,NA,NA,0.59,NA,NA,0,0,0,0,0,0,"FB",1.031407,0.625,0.1475,16.4736,3.677094,3.972,2139.3054,0.734586,0.588542,1.178226,34.005274988832,"T","Rowe","https://www.whoscored.com/Players/134425/Show/Tommy-Rowe","6",2,540,0.7,1.7,0.2,1,0.8,0.3,0,"Doncaster,","https://www.whoscored.com/Teams/910/Show/England-Doncaster",33,", D(CL),M(CL)",1.08
"85","I. Henderson","Rochdale","Rochdale","English League Two","2022/23","CF","AMF","LWF",37,250000,"2023-06-30",7,611,0,0.51,0,0.7,14.14,30.21,"England","England, Scotland","right",175,67,"no",2.5,2.5,52.94,1.62,36.36,0.15,0.23,0.15,1.03,1.64,0.88,1,0.15,0,0,0.88,0,0,0,0.08,0,0,4,0.59,0,0,0,0.59,25,0.29,50,0.29,0,0.15,0.88,33.33,6.33,20.93,1.91,0,0,10.31,1.33,0.74,17.68,77.5,3.68,68,5.6,89.47,5.01,70.59,16.64,79.65,0.44,66.67,15.87,4.93,0.1,0.59,0,0,0.74,60,0.15,1.62,72.73,1.03,71.43,0.59,50,1.18,0.15,3.24,59.09,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.293304,0,0.444,13.702,1.3235,1.914516,328.6831,0,0.1475,0.735729,22.173812398882,"I","Henderson","https://www.whoscored.com/Players/134475/Show/Ian-Henderson","6(1)",0.7,552,0.3,0.9,0.1,0.3,0.3,0.1,0,"Rochdale,","https://www.whoscored.com/Teams/202/Show/England-Rochdale",37,", AM(C),FW",0.833333333333333
"86","E. Nevitt","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","CF",NA,NA,26,0,"2023-06-30",7,610,1,1.52,1,0.43,26.85,35.16,"England","England","right",0,0,"no",4.87,3.39,82.61,10.62,29.17,0,0,0.3,2.07,3.21,1.33,0,0,0,0,2.21,0.15,1,0.15,0.22,0,0,12,1.77,33.33,8.333,0.15,0.44,33.33,0.15,0,0.3,50,0,1.62,72.73,6.05,29.27,3.39,0.74,0,8.26,2.51,0.44,14.61,70.71,3.39,52.17,3.54,79.17,3.69,72,13.72,72.04,0.44,66.67,14.35,14.2,0.06,1.03,0,0,0.3,100,0.3,1.33,44.44,1.33,22.22,0.3,100,0.59,0.15,1.33,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.178226,0.681818181818182,0.3,10.330731,2.800479,0.738948,946.714,0.589941,0.146652,0.295526,19.148186157652,"E","Nevitt","https://www.whoscored.com/Players/421943/Show/Elliott-Nevitt","7",0.7,580,0.1,1.3,0,0.9,0.3,0,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",25,", FW",0.5
"87","D. Johnson","Walsall","Walsall","English League Two","2022/23","CF",NA,NA,29,300000,"2023-06-30",7,608,6,3.58,0,0.31,19.84,27.61,"England","England","left",178,82,"yes",3.26,2.37,87.5,5.48,10.81,0.15,0.22,0,1.04,1.53,0.3,2,0.3,0,0,2.52,0.89,6,0.89,0.53,0,0,16,2.37,68.75,37.5,0,0.89,0,0.59,0,0.3,0,0.15,1.33,66.67,6.96,27.66,4,0.89,0.44,6.51,1.33,0.59,12.58,63.53,2.37,50,4.44,86.67,2.66,61.11,11.25,69.74,0.44,33.33,16.5,8.98,0.05,0.44,0,0,0,0,0.15,0.89,33.33,0.74,60,0,0,1.04,0,0.89,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,1,0,"CF",0.886711,1.67924528301887,0,7.992074,2.07375,0.593363,299.3034,1.629375,0,0.444,10.450591752,"D","Johnson","https://www.whoscored.com/Players/391511/Show/Danny-Johnson","7",0.1,572,0.1,0.3,0,0.4,0.4,0,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",29,", FW",0.285714285714286
"88","D. Wilson","Sutton United","Sutton United","English League Two","2022/23","CF",NA,NA,25,100000,"2023-06-30",7,606,1,2.83,0,0.62,20.94,21.28,"England","England, Jamaica","left",180,70,"no",3.86,2.97,55,2.82,10.53,0.45,0.73,0.45,1.78,2.93,1.04,0,0,0,0,1.63,0.15,1,0.15,0.42,0,0,17,2.52,41.18,5.882,0,0.45,33.33,0.15,0,0.15,0,0.15,1.78,25,9.5,20.31,4.75,0.3,0,4.6,1.49,0.74,8.47,63.16,1.34,33.33,2.52,82.35,2.38,75,7.57,64.71,0.45,66.67,15.65,20.99,0.09,0.45,0,0,0,0,0.3,1.19,50,0.45,66.67,0,0,0.3,0.15,0.59,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.445,0.357142857142857,0,5.349652,1.6335,0.4425,1399.4033,1.037736,0.149985,0.300015,16.54172492604,"D","Wilson","https://www.whoscored.com/Players/241706/Show/Donovan-Wilson","7",0.7,574,0.1,1.1,0,0,0.6,0.3,0,"Sutton United,","https://www.whoscored.com/Teams/5952/Show/England-Sutton-United",25,", FW",0.470588235294118
"89","P. Brough","Barrow","Barrow","English League Two","2022/23","LB",NA,NA,26,150000,"2023-06-30",6,602,0,0.14,1,0.95,17.34,50.86,"England","England","left",191,74,"no",7.62,4.49,66.67,5.98,57.5,0.3,0.44,0.15,4.34,6.4,0.9,2,0.3,0,0,0.9,0,0,0,0.02,0,0,3,0.45,66.67,0,0.15,2.69,16.67,2.39,18.75,0.3,0,0.45,0.6,25,2.24,20,0.9,1.35,0.75,19.14,0.75,0.45,31.54,68.72,18.69,63.2,3.59,100,5.53,56.76,21.98,80.95,6.88,50,20.8,33.55,0.14,1.05,0.45,0,0,0,0.45,7.03,53.19,2.99,30,0.15,100,0.45,0.6,9.57,65.63,0,NA,0,NA,0,0,0,0,NA,NA,0.9,NA,NA,1.2,0.15,100,2.09,0,0,"FB",0.15,0,0,21.674288,2.993483,6.280791,1677.5,0.300015,0.448423,0.897,30.509384511406,"P","Brough","https://www.whoscored.com/Players/134652/Show/Patrick-Brough","6",0.8,540,0.5,1,0.2,1.7,0.3,0.2,0,"Barrow,","https://www.whoscored.com/Teams/1383/Show/England-Barrow",26,", D(CL),M(L)",1
