"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"1","M. Power","Wigan Athletic","Wigan Athletic","English Championship","2022/23","RCMF","RDMF",NA,29,1000000,"30/06/2023",45,4454,1,1.63,3,7.65,10.71,50.75,"England","England","right",181,78,"no",5.09,4.36,57.87,1.07,43.4,0.18,0.24,0.06,2.38,3.13,0.69,8,0.16,0,0,2.32,0.02,0,0,0.03,0,0,32,0.65,25,3.125,0.06,2.93,44.83,0.3,26.67,2.61,46.51,0.38,1.01,62,3.56,46.02,0.46,1.15,0.44,34.27,0.4,0.89,47.06,82.05,17.28,70.99,7.7,96.85,15.62,86.03,38.27,89.6,6.02,51.68,20.32,40.33,0.15,1.23,0.02,0.02,0.59,37.93,0.32,10.08,68.54,3.64,49.44,1.09,29.63,0.63,1.25,9.86,83.2,0,NA,0,NA,0,0,0,0,NA,NA,0.61,NA,NA,1.78,0.18,22.22,1.68,1,100,"CM2",0.6262,0.666666666666667,0.223787,38.61273,2.523132,8.20352,0.1625,1.313519,1.799616,45.00677362227
"2","S. Field","Queens Park Rangers","Queens Park Rangers","English Championship","2022/23","DMF","LCMF","LDMF",24,2200000,"30/06/2024",45,4326,2,1.75,1,0.74,19.26,55.62,"England","England","left",191,90,"no",12.52,7.51,65.93,4.45,54.21,0.77,1.08,0.6,6.8,9.55,1.06,12,0.25,0,0,0.67,0.04,2,0.04,0.04,0,0,16,0.33,25,12.5,0.02,0.44,42.86,0.27,53.85,0.15,28.57,0.04,0.5,75,2.95,51.41,0.62,0.33,0.06,22.76,0.23,1.23,35.58,82.98,13.07,67.36,4.91,95.34,12.15,92.98,31.41,88.15,3.72,44.13,18.6,38.13,0.02,0.31,0,0.02,0.08,25,0.04,6.18,63.97,0.94,35.56,0.44,28.57,0.21,0.17,5.49,68.94,0,NA,0,NA,0,0,0,0,NA,NA,0.5,NA,NA,0,0,0,0,0,0,"CDM",0.375,1,0.02,29.524284,4.951343,3.784806,0.0825,0.188584,0.334264,8.18858289456
"3","J. Hendrick","Reading","Reading","English Championship","2022/23","RCMF","DMF","LCMF",31,2500000,"30/06/2024",44,4290,4,3.72,1,1.74,9.65,45.43,"Republic of Ireland","Republic of Ireland","right",185,79,"yes",4.64,2.73,56.15,1.8,46.51,0.17,0.2,0.29,2.94,3.52,0.42,3,0.06,0,0,0.92,0.08,4,0.08,0.08,0,0,44,0.92,22.73,9.091,0.02,0.4,36.84,0.1,20,0.29,42.86,0.04,0.99,46.81,3.08,36.05,0.71,0.48,0.19,14.39,0.23,0.36,24.02,79.91,7.93,61.11,4.87,95.69,7.2,90.09,21.46,84.36,2.16,43.69,17.47,33.13,0.04,0.31,0,0,0.25,41.67,0.13,3.5,55.09,0.94,46.67,0.38,22.22,0.4,0.13,3.34,60.38,0,NA,0,NA,0,0,0,0,NA,NA,0.46,NA,NA,0.02,0,0,0,0,0,"CM2",0.463419,1,0.104175,19.194382,1.532895,2.016692,0.209116,0.14736,0.438698,12.886527191204
"4","V. Gyökeres","Coventry City","Coventry City","English Championship","2022/23","CF",NA,NA,24,8000000,"30/06/2024",45,4288,21,21.51,8,6.87,37.17,31.62,"Sweden","Sweden, Hungary","right",187,86,"no",2.98,2.69,65.63,4.62,29.55,0,0,0.15,1.22,1.57,1.2,7,0.15,0,0,6.25,0.44,18,0.38,0.45,2,0.04,135,2.83,40.74,15.556,0.17,1.26,31.67,0.57,25.93,0.65,35.48,0.13,9.05,48.72,22.71,31.98,5.21,3.11,1.32,12.19,1.78,1.7,19.44,72.89,3.55,69.82,5.16,83.74,5.35,70.2,18.05,76.16,0.23,18.18,14.24,10.35,0.14,1.45,0.02,0,0.44,66.67,0.8,1.2,66.67,1.55,64.86,0.23,36.36,1.66,0.44,1.68,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.04,0.04,0,0,4,75,"CF",4.40916,0.977777777777778,0.293348,14.169816,1.765447,1.26,1.152942,0.399042,1.00533,45.06513932156
"5","J. McClean","Wigan Athletic","Wigan Athletic","English Championship","2022/23","LWB","LB","LAMF",34,800000,"30/06/2023",45,4285,3,3.68,6,7.69,20.16,51.25,"Northern Ireland","Northern Ireland, Republic of Ireland","left",180,70,"no",9.81,8.32,57.32,3.15,49.33,0.44,0.58,0.15,4.6,6.07,1.37,9,0.19,0,0,3.97,0.06,3,0.06,0.08,1,0.02,53,1.11,16.98,5.66,0.13,4.24,38.61,3.95,38.83,0.27,38.46,0.48,3.02,70.14,5.65,49.81,1.16,1.32,0.48,22.07,1.32,0.44,33.23,72.06,10.21,58.44,6.83,95.08,10.59,71.83,23.96,85.1,5.23,38.55,21.39,37.72,0.16,1.13,0.02,0,0.06,33.33,0.42,3.72,48.02,3.72,46.33,0.65,16.13,0.36,1.64,7.18,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.23,NA,NA,0.57,0.08,25,2.21,0,0,"WB",2.118228,0.75,0.019998,23.945538,4.769024,4.786906,0.188478,1.637064,1.723476,45.781174429112
"6","J. Cooper","Millwall","Millwall","English Championship","2022/23","LCB","CB",NA,28,3500000,"30/06/2023",45,4274,3,3.43,4,1.05,20.03,57.41,"England","England","left",193,85,"no",7.98,5.03,66.11,9.35,60.81,0.13,0.17,0.48,4.53,6.03,1.12,12,0.25,0,0,0.4,0.06,3,0.06,0.07,2,0.04,28,0.59,32.14,10.714,0.08,0.13,33.33,0.11,40,0.02,0,0,0.21,70,0.82,43.59,1.09,0.36,0.02,18.09,0.19,0.38,31.29,84.79,13.58,74.88,1.96,96.77,13.48,94.22,25.5,90.09,5.66,62.08,24.19,40.71,0.02,0.19,0.02,0.02,0.02,100,0.13,3.94,70.59,0.4,42.11,0.25,50,0.38,0.04,6.61,74.2,0,NA,0,NA,0,0,0,0,NA,NA,1.41,NA,NA,0,0,0,0,0,0,"CB",0.147,0.857142857142857,0.02,26.530791,3.325333,4.90462,0.189626,0.043329,0.16844,8.024313101058
"7","Z. Vyner","Bristol City","Bristol City","English Championship","2022/23","RCB",NA,NA,25,2200000,"30/06/2023",44,4237,1,1.43,2,0.97,14.15,58.56,"England","England","right",178,68,"no",9.83,6.27,70.51,3.91,47.83,0.53,0.72,0.57,4.89,6.6,0.59,8,0.17,0,0,0.51,0.02,1,0.02,0.03,1,0.02,13,0.28,30.77,7.692,0.04,0.4,26.32,0,0,0.4,26.32,0.04,0.4,68.42,1.08,39.22,0.34,0.76,0.17,31.39,0.36,0.19,47.64,82.66,21.37,70.08,3.63,94.74,18.67,93.29,39.02,90.04,8.22,50.39,23.19,42.71,0.02,0.13,0,0,0.13,33.33,0.06,7.54,53.8,1.27,35,0.85,27.5,0.36,0.13,9.77,72.17,0,NA,0,NA,0,0,0,0,NA,NA,2.21,NA,NA,0,0,0,0,0,0,"CB",0.27368,0.666666666666667,0.043329,39.379224,4.420977,7.051009,0.086156,0.10528,0.4445,11.597540079768
"8","A. Trusty","Birmingham City","Birmingham City","English Championship","2022/23","LCB","LB",NA,24,9000000,"31/05/2023",43,4235,4,2.97,2,1.03,20.02,58.17,"United States","United States","left",191,78,"yes",11.26,7.95,68.72,6.27,59.32,0.06,0.08,0.49,5.74,7.45,1.06,8,0.17,0,0,0.81,0.09,4,0.09,0.06,2,0.04,16,0.34,37.5,25,0.04,0.62,34.48,0.6,35.71,0.02,0,0.09,0.77,58.33,2.49,44.44,0.74,0.72,0.11,14.9,0.57,0.6,27.84,77.25,13.49,67.24,3.55,95.81,7.59,87.96,23.23,83.71,4.04,46.84,21.08,35.84,0.02,0.19,0,0,0.04,50,0.04,4.31,65.02,0.74,40,0.17,50,0.28,0.23,6.27,62.03,0,NA,0,NA,0,0,0,0,NA,NA,1.34,NA,NA,0,0,0,0,0,0,"CB",0.449141,1.5,0.02,21.5064,5.46324,3.889281,0.1275,0.213776,0.296,6.610540882272
"9","M. Grimes","Swansea City","Swansea City","English Championship","2022/23","LCMF","DMF","RCMF",27,7000000,"30/06/2025",43,4232,1,1.41,5,3.12,12.06,49.21,"England","England","left",179,70,"no",6.61,4.61,65.44,2.02,29.47,0.28,0.48,0.23,3.32,5.77,0.55,8,0.17,0,0,1.04,0.02,1,0.02,0.03,0,0,27,0.57,25.93,3.704,0.11,0.85,42.5,0.55,42.31,0.26,41.67,0.17,0.62,58.62,2.89,42.65,0.26,1.83,0.38,68.29,0.09,0.68,84.3,92.1,23.22,82.78,12.95,97.54,31.6,95.29,79.09,95,4.4,48.79,16.66,38.56,0.07,0.74,0.04,0.02,0.62,27.59,0.3,12.46,81.4,2.49,47.01,1.62,22.37,0.79,0.36,10.14,81.13,0,NA,0,NA,0,0,0,0,NA,NA,0.62,NA,NA,0.15,0,0,0.7,0,0,"CM2",0.363444,0.666666666666667,0.171058,77.6403,3.016784,8.226582,0.147801,0.36125,1.170549,33.485550467958
"10","R. Wintle","Cardiff City","Cardiff City","English Championship","2022/23","DMF","RCMF","LCMF",25,3800000,"30/06/2024",44,4230,2,2.08,3,3.97,9.6,56.54,"England","England","right",180,64,"no",6.77,3.83,72.78,1.64,48.05,0.21,0.28,0.4,3.77,5.01,0.43,6,0.13,0,0,0.68,0.04,2,0.04,0.04,0,0,37,0.79,13.51,5.405,0.06,0.57,40.74,0.13,16.67,0.45,47.62,0.15,0.53,44,1.98,38.71,0.3,0.32,0.21,20.87,0.15,0.32,37.17,84.49,10.3,67.56,6.38,96.33,14.7,90.59,32.28,89.58,4.36,52.2,19.57,35.56,0.08,0.91,0.02,0.02,0.17,62.5,0.13,6.06,68.07,1.17,49.09,0.66,48.39,0.53,0.26,5.15,71.49,0,NA,0,NA,0,0,0,0,NA,NA,1.77,NA,NA,1.02,0.02,100,2.11,0,0,"CDM",0.2332,1,0.10625,31.404933,2.787474,3.681735,0.106729,0.232218,0.574353,17.54349192307
"11","A. Bell","Luton Town","Luton Town","English Championship","2022/23","LWB","LCB",NA,28,1800000,"",44,4206,1,1.57,2,2.36,20.73,53.66,"England","England, Jamaica","left",180,77,"no",9.97,8.15,59.84,2.74,52.34,0.09,0.12,0.26,5.01,6.94,1.16,3,0.06,1,0.02,2.18,0.02,1,0.02,0.03,0,0,14,0.3,28.57,7.143,0.04,1.73,34.57,1.73,34.57,0,0,0.19,2.74,53.91,6.21,48.28,0.71,2.42,0.75,17.4,0.71,1.33,31.56,76.61,14.79,69.32,4.32,95.54,7.64,80.95,26.17,83.16,3.83,49.72,19.98,37.72,0.05,0.45,0.02,0,0.09,25,0.3,5.88,64,1.88,53.41,0.36,17.65,0.6,0.53,7.53,72.73,0,NA,0,NA,0,0,0,0,NA,NA,0.77,NA,NA,0.02,0,0,0,0,0,"WB",1.477134,0.666666666666667,0.0225,24.178116,4.87696,5.476569,0.08571,0.598061,1.004108,24.819628333506
"12","M. Colin","Birmingham City","Birmingham City","English Championship","2022/23","RB","RWB","RCB",31,1500000,"30/06/2023",44,4191,2,2.35,3,1.28,14.88,52.09,"France","France","right",179,77,"no",9.08,6.14,59.44,2.86,51.13,0.06,0.08,0.26,5.37,6.95,0.67,4,0.09,0,0,1.68,0.04,2,0.04,0.05,1,0.02,18,0.39,27.78,11.111,0.06,1.8,39.29,0,0,1.8,39.29,0.21,1.37,59.38,3.41,45.28,0.69,1.05,0.24,16.04,1.07,0.24,29.81,74.14,13.64,63.31,4.34,94.55,8.29,80.57,23.43,81.21,4.77,52.25,20.95,37.79,0.03,0.3,0.02,0.02,0.09,50,0.24,5.13,60.25,1.78,42.17,0.34,18.75,0.21,0.64,7.07,69.91,0,NA,0,NA,0,0,0,0,NA,NA,0.99,NA,NA,0,0,0,0,0,0,"FB",0.813506,0.8,0.045,22.101134,3.649616,4.942637,0.108342,0.70722,0.750626,20.660027097548
"13","J. Wallace","West Bromwich Albion","West Bromwich Albion","English Championship","2022/23","RAMF","RW",NA,29,5000000,"30/06/2026",45,4190,6,7.95,8,8.4,19.01,41.36,"England","England","right",178,70,"no",5.09,4.98,56.03,2.17,20.79,0.41,0.59,0.09,1.89,2.74,0.58,3,0.06,0,0,5.35,0.13,6,0.13,0.17,0,0,77,1.65,40.26,7.792,0.17,6.08,30.04,0.58,25.93,5.46,30.71,0.73,5.05,54.89,9.04,43.47,2.62,2.08,1.48,22.75,1.61,0.75,31.38,70.09,7.32,67.16,7.37,91.55,11.28,66.1,23.09,82.6,2.51,46.15,20.93,34.56,0.18,1.18,0,0,0.3,28.57,0.97,3.14,65.75,4.49,44.98,0.43,20,0.69,1.8,5.56,78.38,0,NA,0,NA,0,0,0,0,NA,NA,0.19,NA,NA,0.24,0.06,33.33,1.03,0,0,"Winger",2.771945,0.764705882352941,0.08571,21.994242,2.790294,4.357928,0.66429,1.826432,2.019602,66.95384914554
"14","C. Townsend","West Bromwich Albion","West Bromwich Albion","English Championship","2022/23","LB",NA,NA,30,2200000,"30/06/2025",45,4172,3,5.6,3,4.69,15.42,52.59,"England","England","left",168,62,"no",7.92,4.83,63.39,4.62,53.27,0.28,0.4,0.22,4.57,6.58,0.52,3,0.06,0,0,2.33,0.06,3,0.06,0.12,0,0,31,0.67,38.71,9.677,0.06,2.7,44,2.63,44.26,0.02,0,0.39,1.55,48.61,3.47,46.58,1.32,1.77,0.84,28.3,2.01,1.06,40.12,80.32,17.21,72.06,6.6,94.12,10.68,82.42,32.75,88.34,4.92,44.74,19.04,35.76,0.1,0.69,0.02,0,0.24,54.55,0.39,5.33,63.97,2.83,52.67,0.39,33.33,0.47,1.1,9.23,72.9,0,NA,0,NA,0,0,0,0,NA,NA,0.71,NA,NA,0.06,0.02,100,0,0,0,"FB",0.753455,0.5,0.13092,32.224384,3.061737,6.72867,0.259357,1.188,1.490561,37.690536468778
"15","J. Egan","Sheffield United","Sheffield United","English Championship","2022/23","CB",NA,NA,30,7000000,"30/06/2024",43,4165,2,5.63,2,0.48,15.75,60.36,"Republic of Ireland","Republic of Ireland","right",185,75,"no",9.75,5.62,70.38,6.5,56.15,0.15,0.22,0.56,5.64,8.14,0.78,9,0.19,1,0.02,0.5,0.04,2,0.04,0.12,1,0.02,38,0.82,34.21,5.263,0.04,0.06,0,0,0,0.06,0,0.02,0.3,71.43,0.69,50,1.23,0.28,0.11,22.26,0.09,0.26,39.87,82.87,17.5,68.27,2.12,95.92,17.03,95.81,32.52,87.97,7.28,60.83,22.86,39.33,0.01,0.09,0.02,0.02,0.02,0,0.02,5.21,56.85,0.48,31.82,0.37,41.18,0.26,0,8.23,65.62,0,NA,0,NA,0,0,0,0,NA,NA,1.58,NA,NA,0,0,0,0,0,0,"CB",0.21429,0.333333333333333,0,33.040269,3.955356,5.400526,0.280522,0,0.152736,4.199387371088
"16","M. Aarons","Norwich City","Norwich City","English Championship","2022/23","RB",NA,NA,23,16000000,"30/06/2024",44,4092,1,0.99,2,3.93,17.33,50.63,"England","England, Jamaica","right",178,69,"no",8.16,6.47,64.29,1.52,47.83,0.15,0.24,0.33,3.85,5.93,0.53,10,0.22,0,0,3.19,0.02,1,0.02,0.02,0,0,18,0.4,38.89,5.556,0.04,2.44,34.23,0.02,100,2.4,33.03,0.24,3.85,52.57,7.54,43.44,1.23,3.63,1.36,33.63,2.6,1.19,44.14,82.01,14.91,70.5,8.91,94.81,13.09,87.73,38.03,89.07,3.7,40.48,18.38,34.88,0.09,0.73,0,0.02,0.31,57.14,0.46,4.84,67.73,2.62,58.82,0.46,28.57,0.95,0.86,8.73,71.03,0,NA,0,NA,0,0,0,0,NA,NA,0.79,NA,NA,0,0,0,0,0,0,"FB",2.023945,1,0.177134,36.199214,4.159563,6.200919,0.15556,0.835212,1.541084,38.854793949504
"17","J. Cullen","Burnley","Burnley","English Championship","2022/23","LDMF","RDMF","DMF",27,10000000,"30/06/2025",42,4087,1,2.85,2,1.96,15.55,50.42,"England","England, Republic of Ireland","right",175,70,"no",7.82,5.33,61.57,3.5,45.28,0.81,1.49,0.29,3.72,6.8,0.88,8,0.18,0,0,1.15,0.02,1,0.02,0.06,0,0,25,0.55,20,4,0.04,0.79,27.78,0.22,40,0.57,23.08,0.04,0.68,64.52,3.55,49.69,0.7,1.37,0.26,50.27,0.59,1.34,63.91,89.56,16.32,74.63,10.53,97.28,27.33,94.36,58.66,93.28,4.47,51.72,18.55,33.83,0.04,0.62,0.04,0,0.9,41.46,0.29,8.68,74.62,2.11,47.92,1.26,33.33,0.84,0.22,6.96,76.58,0,NA,0,NA,0,0,0,0,NA,NA,0.88,NA,NA,0,0,0,0.02,0,0,"CDM2",0.438736,0.333333333333333,0.37314,57.237796,3.281681,5.329968,0.11,0.219462,1.011112,29.63710231614
"18","R. Giles","Middlesbrough","Middlesbrough","English Championship","2022/23","LB","LWB","LW",23,7000000,"30/06/2025",44,4085,0,1.39,13,13.98,10.75,50,"England","England","left",179,72,"yes",6.12,4.74,59.07,0.77,40,0.02,0.03,0.13,3.3,4.99,0.33,2,0.04,0,0,4.19,0,0,0,0.03,0,0,22,0.48,27.27,0,0.29,7.27,35.15,6.92,35.03,0.35,37.5,0.86,2.16,63.27,3.59,46.63,1.3,1.52,0.64,32.85,1.63,0.29,41.64,73.97,11.68,61.7,8.94,95.81,13.95,72.35,30.73,87.38,4.01,39.01,21.22,38.19,0.31,1.76,0.09,0.07,0.22,60,1.12,3.3,58.67,5.68,44.57,0.37,29.41,0.48,2.53,9.58,71.72,0,NA,0,NA,0,0,0,0,NA,NA,0.35,NA,NA,0.42,0.09,25,2.93,0,0,"FB",1.366632,0,0.132,30.801108,2.799918,6.870776,0.130896,2.555405,2.531576,85.048933456218
"19","C. Kipré","Cardiff City","Cardiff City","English Championship","2022/23","LCB","CB","RCB",26,1800000,"30/06/2024",42,4050,3,2.16,0,0.82,14.2,61.19,"France","France, Côte d'Ivoire","right",196,95,"yes",8.69,4.09,72.83,5,59.11,0.16,0.21,0.78,5.56,7.35,0.6,10,0.22,0,0,0.53,0.07,3,0.07,0.05,1,0.02,13,0.29,30.77,23.077,0,0.22,0,0.09,0,0.13,0,0.04,0.69,58.06,2.27,43.14,0.78,0.71,0.11,18.36,0.24,0.51,32.96,82.87,14.91,72.58,1.82,93.9,13.73,93.04,28.27,88.36,4.51,51.72,21.94,38.69,0.02,0.18,0.02,0,0.18,25,0.09,3.6,55.56,0.76,23.53,0.47,28.57,0.24,0.02,6.16,64.98,0,NA,0,NA,0,0,0,0,NA,NA,1.51,NA,NA,0.02,0,0,0,0,0,"CB",0.400614,1.4,0.045,27.313952,2.978747,4.002768,0.089233,0,0.178828,7.942385537224
"20","R. Slater","Hull City","Hull City","English Championship","2022/23","LCMF","LW","LDMF",23,900000,"30/06/2024",44,4048,5,3.46,4,3.48,13.16,43.58,"England","England","right",173,65,"no",4.38,4.14,53.76,2,38.89,0.13,0.17,0.11,2.02,2.57,0.6,7,0.16,0,0,1.62,0.11,5,0.11,0.08,0,0,41,0.91,41.46,12.195,0.09,0.84,28.95,0.56,20,0.29,46.15,0.13,1.89,48.24,4.89,40.45,1.02,1.49,0.47,22.43,0.71,0.76,30.1,85.67,7.94,69.19,8,96.94,8.47,89.5,27.35,90.16,1.96,46.59,16.57,33.14,0.08,0.47,0.04,0,0.22,40,0.24,3.16,67.61,1.25,46.43,0.42,31.58,0.4,0.29,3.25,66.44,0,NA,0,NA,0,0,0,0,NA,NA,0.71,NA,NA,0,0,0,0,0,0,"CM2",0.911736,1.375,0.088,25.78667,2.225664,2.1593,0.377286,0.24318,0.580375,19.78547977371
"21","J. Howson","Middlesbrough","Middlesbrough","English Championship","2022/23","RDMF","DMF","RCMF",34,350000,"30/06/2024",44,4034,0,0.32,3,4.8,11.78,52.08,"England","England","right",180,77,"no",6.94,4.4,59.9,1.85,60.24,0.56,0.84,0.2,3.75,5.67,0.62,9,0.2,0,0,1.16,0,0,0,0.01,0,0,9,0.2,11.11,0,0.07,0.71,46.88,0.16,57.14,0.54,45.83,0.25,0.98,54.55,3.28,44.22,0.18,1.25,0.58,35.23,0.11,0.45,52.07,85.99,16.96,72.24,5.35,96.25,20.93,93.18,46.81,91.28,4.6,38.35,19.21,35.64,0.11,0.83,0.09,0.11,0.49,54.55,0.29,8.79,68.53,1.87,52.38,0.74,42.42,0.54,0.31,7.67,75.29,0,NA,0,NA,0,0,0,0,NA,NA,0.69,NA,NA,0.67,0.02,100,1.78,0,0,"CDM2",0.53459,0,0.267295,44.774993,2.6356,5.774743,0.02222,0.332848,0.979506,29.359408963844
"22","J. Piroe","Swansea City","Swansea City","English Championship","2022/23","CF","AMF","RWF",23,8000000,"30/06/2024",42,4026,18,21.23,2,2.31,15.34,31.34,"Netherlands","Netherlands, Suriname","left",185,81,"no",2.86,2.57,53.04,2.68,20,0.04,0.08,0.02,1.45,2.49,0.74,7,0.16,1,0.02,2.88,0.4,16,0.36,0.47,0,0,133,2.97,42.86,13.534,0.04,0.65,24.14,0.22,20,0.42,26.32,0.09,2.3,54.37,7,31.31,3.89,1.16,0.31,18.17,1.12,0.27,22,84.25,3.98,68.54,6.77,95.38,6.75,82.45,20.88,86.83,0.47,52.38,15.25,15.75,0.05,0.47,0.02,0,0.51,39.13,0.27,1.43,76.56,1.3,56.9,0.42,36.84,0.94,0.16,2.1,68.09,0,NA,0,NA,0,0,0,0,NA,NA,0.09,NA,NA,0.07,0.07,66.67,0,3,66.667,"CF",1.25051,0.851063829787234,0.199563,18.535,1.363128,1.42989,1.272942,0.15691,0.7397,21.205736873396
"23","B. Cabango","Swansea City","Swansea City","English Championship","2022/23","RCB","LCB",NA,22,10000000,"30/06/2025",42,4002,2,4.87,0,1.3,15.34,60.12,"Wales","Wales, Angola","right",188,81,"no",8.28,5.73,70.59,4.34,53.37,0.36,0.63,0.43,3.87,6.73,0.76,10,0.22,1,0.02,0.49,0.04,2,0.04,0.11,1,0.02,27,0.61,37.04,7.407,0,0.09,50,0.02,100,0.07,33.33,0,0.27,50,1.6,49.3,1.01,2.02,0.13,55.61,0.34,0.54,69.2,91.45,26.42,84.85,3.55,93.67,27.77,96.76,65.06,94.09,4.05,50,17.52,39.66,0.03,0.22,0,0,0.2,44.44,0.11,6.95,76.7,0.81,33.33,0.54,12.5,0.34,0.02,8.14,68.51,0,NA,0,NA,0,0,0,0,NA,NA,0.94,NA,NA,0.02,0,0,0,0,0,"CB",0.135,0.363636363636364,0.08888,63.2834,4.044807,5.576714,0.225944,0.045,0.269973,10.667167073394
"24","Jack Clarke","Sunderland","Sunderland","English Championship","2022/23","LAMF","LWB","LW",22,8000000,"30/06/2026",44,3982,8,6.18,7,6.55,24,47.08,"England","England","right",181,74,"no",6.03,5.76,56.47,1.9,41.67,0.23,0.34,0.11,2.55,3.81,1.31,9,0.2,0,0,5.29,0.18,8,0.18,0.14,1,0.02,57,1.29,40.35,14.035,0.16,1.74,25.97,1.63,27.78,0.09,0,0.38,7.16,57.73,13.67,46.78,3.3,4.63,1.22,18.94,1.49,1.85,26.06,76.24,6.03,55.43,5.67,96.02,9.31,79.85,22.19,83.3,2.21,41.84,20.23,30.44,0.15,1.4,0.02,0.02,0.41,44.44,0.52,2.31,55.88,1.79,50.63,0.41,33.33,0.99,0.61,4.16,66.3,0,NA,0,NA,0,0,0,0,NA,NA,0.07,NA,NA,0.47,0.05,0,0.9,0,0,"Winger",4.133468,1.28571428571429,0.182204,19.868144,3.252672,2.75808,0.520515,0.451878,0.906277,36.04366141139
"25","R. Manning","Swansea City","Swansea City","English Championship","2022/23","LB","LWB",NA,26,2500000,"30/06/2023",42,3965,5,3.9,10,12.92,15.71,58.09,"Republic of Ireland","Republic of Ireland","left",173,66,"no",7.38,5.13,65.04,1.57,46.38,0.27,0.47,0.11,3.77,6.51,0.89,11,0.25,0,0,4.22,0.11,5,0.11,0.09,0,0,50,1.13,38,10,0.23,4.72,35.58,4.29,35.45,0.34,40,0.54,2.75,66.94,5.77,63.78,1.84,1.52,0.45,41.49,2.09,2.02,50.53,80.59,11.71,67.64,10.94,95.23,19.27,80.68,42.17,88.86,3.77,42.77,19.01,37.7,0.29,2.02,0.11,0,0.57,48,0.66,4.47,59.9,5.38,46.41,1.29,35.09,1.29,1.66,8.31,72.95,0,NA,0,NA,0,0,0,0,NA,NA,0.7,NA,NA,1.84,0.16,28.57,2.93,0,0,"FB",1.84085,1.22222222222222,0.2736,40.722127,3.336552,6.062145,0.4294,1.679376,2.496858,70.623920919636
"26","P. Ng","Cardiff City","Cardiff City","English Championship","2022/23","RCB","RB",NA,27,3500000,"30/06/2024",42,3955,2,1.74,2,1.57,14.36,56.1,"England","England, Singapore","right",180,77,"no",9.33,5.32,70.94,4.05,44.94,0.16,0.21,0.36,5.39,7.14,0.5,7,0.16,1,0.02,1.21,0.05,2,0.05,0.04,0,0,20,0.46,35,10,0.05,0.89,41.03,0.02,0,0.86,42.11,0.05,1.12,57.14,2.5,44.55,0.48,0.8,0.07,25.19,0.73,0.8,40.35,81.9,19.93,72.49,3.14,95.65,13.04,91.62,31.97,89.82,7.49,52.89,21.43,35.76,0.04,0.36,0,0,0.11,40,0.18,7.33,66.77,1.68,52.7,0.57,44,0.64,0.34,9.6,74.64,0,NA,1,NA,0,100,0.14,0,NA,NA,1.73,NA,NA,0.48,0.16,57.14,0.09,0,0,"CB",0.639968,1.25,0.044,33.04665,3.774008,7.16544,0.161,0.365167,0.88536,19.680114059454
